idsolicitud,fechahora,idusuario,descontado,totalentregado
"000039649","2024-01-06 10:22:32","emori","6.10","1000.00"
"000039650","2024-01-08 16:29:26","emori","1098.00","4000.00"
"000039651","2024-01-06 09:47:21","emori","1.00","500.00"
"000039652","2024-01-06 09:39:37","BROCANO","1.00","200.00"
"000039653","2024-01-06 09:50:13","emori","22.80","600.00"
"000039654","2024-01-06 13:19:49","YTOLENTI","547.80","2000.00"
"000039655","2024-01-06 09:58:53","emori","76.60","700.00"
"000039656","2024-01-06 09:18:25","BROCANO","4.00","300.00"
"000039657","2024-01-11 16:35:05","YTOLENTI","1.00","500.00"
"000039658","2024-01-06 09:24:54","YTOLENTI","2536.00","7000.00"
"000039659","2024-01-06 09:42:45","BROCANO","1.00","1000.00"
"000039661","2024-01-06 09:23:49","BROCANO","42.10","300.00"
"000039662","2024-01-06 11:55:17","YTOLENTI","3.10","300.00"
"000039663","2024-01-08 10:54:29","BROCANO","2.00","2000.00"
"000039664","2024-01-08 19:49:19","BROCANO","1.00","1000.00"
"000039665","2024-01-08 10:50:49","BROCANO","105.80","1000.00"
"000039666","2024-01-08 10:56:22","YTOLENTI","1.40","1000.00"
"000039667","2024-01-08 10:31:44","BROCANO","289.40","1000.00"
"000039668","2024-01-11 10:14:18","YTOLENTI","1.80","1000.00"
"000039669","2024-01-08 10:09:33","BROCANO","1.00","300.00"
"000039671","2024-01-15 08:26:21","YTOLENTI","2.20","500.00"
"000039672","2024-01-08 09:44:19","YTOLENTI","1.00","300.00"
"000039673","2024-01-08 10:30:42","emori","52.80","250.00"
"000039675","2024-01-08 08:52:00","YTOLENTI","546.40","1000.00"
"000039676","2024-01-08 12:58:14","emori","1.90","400.00"
"000039677","2024-01-08 09:49:35","YTOLENTI","3.40","600.00"
"000039678","2024-01-08 10:34:28","BROCANO","1.90","300.00"
"000039679","2024-01-08 15:29:58","YTOLENTI","3.00","1000.00"
"000039680","2024-01-08 10:38:18","BROCANO","212.20","800.00"
"000039681","2024-01-08 10:38:43","BROCANO","1.00","100.00"
"000039682","2024-01-08 10:44:00","BROCANO","19.40","700.00"
"000039684","2024-01-08 10:35:15","BROCANO","2.00","1200.00"
"000039685","2024-01-08 10:46:15","BROCANO","10.20","300.00"
"000039686","2024-01-08 16:02:57","BROCANO","32.10","300.00"
"000039687","2024-01-09 09:41:04","BROCANO","1.00","1000.00"
"000039690","2024-01-08 18:08:21","BROCANO","1.00","200.00"
"000039691","2024-01-09 10:32:19","YTOLENTI","1335.00","5000.00"
"000039692","2024-01-09 10:32:46","YTOLENTI","1.00","800.00"
"000039693","2024-01-09 10:01:40","BROCANO","145.00","400.00"
"000039694","2024-01-09 10:03:40","BROCANO","350.80","1200.00"
"000039695","2024-01-09 10:54:29","BROCANO","54.60","500.00"
"000039697","2024-01-09 09:25:26","BROCANO","2.60","1000.00"
"000039698","2024-01-09 16:49:30","BROCANO","291.80","800.00"
"000039699","2024-01-09 11:07:16","BROCANO","1.00","300.00"
"000039700","2024-01-09 09:51:38","BROCANO","231.70","700.00"
"000039701","2024-01-09 18:06:00","BROCANO","8.00","5000.00"
"000039702","2024-01-09 10:09:55","BROCANO","326.60","1000.00"
"000039703","2024-01-09 10:44:06","BROCANO","136.60","500.00"
"000039705","2024-01-09 09:30:20","BROCANO","8.00","5000.00"
"000039706","2024-01-09 12:02:54","BROCANO","2.50","450.00"
"000039707","2024-01-09 10:32:46","BROCANO","2.50","500.00"
"000039708","2024-01-09 10:24:54","BROCANO","4.00","2000.00"
"000039709","2024-01-09 11:17:19","emori","3262.00","10000.00"
"000039710","2024-01-11 10:31:40","YTOLENTI","273.50","1000.00"
"000039711","2024-01-09 10:36:59","BROCANO","2.00","2000.00"
"000039712","2024-01-09 11:21:23","emori","1.00","500.00"
"000039714","2024-01-09 10:43:17","YTOLENTI","274.70","1000.00"
"000039715","2024-01-09 10:15:04","BROCANO","12.00","6000.00"
"000039716","2024-01-09 10:40:11","YTOLENTI","414.60","1500.00"
"000039717","2024-01-09 10:35:43","emori","2530.00","7000.00"
"000039718","2024-01-09 09:07:06","BROCANO","1.00","200.00"
"000039719","2024-01-09 10:58:08","YTOLENTI","1.80","1000.00"
"000039720","2024-01-09 10:33:45","emori","165.00","600.00"
"000039721","2024-01-09 10:35:11","BROCANO","1.00","500.00"
"000039722","2024-01-10 12:22:02","YTOLENTI","1.00","400.00"
"000039723","2024-01-09 18:11:58","BROCANO","1.00","500.00"
"000039724","2024-01-09 19:49:23","BROCANO","88.70","400.00"
"000039725","2024-01-10 09:40:36","BROCANO","55.50","1000.00"
"000039726","2024-01-10 10:16:17","BROCANO","928.00","3500.00"
"000039727","2024-01-10 10:40:49","BROCANO","134.70","500.00"
"000039728","2024-01-10 10:13:21","BROCANO","438.00","1500.00"
"000039729","2024-01-13 11:01:35","emori","4.20","1000.00"
"000039730","2024-01-10 10:24:49","BROCANO","64.90","300.00"
"000039731","2024-01-10 10:32:09","BROCANO","43.70","300.00"
"000039733","2024-01-10 10:33:55","BROCANO","12.00","4000.00"
"000039735","2024-01-10 10:48:59","YTOLENTI","1.00","300.00"
"000039736","2024-01-11 11:54:59","BROCANO","109.80","500.00"
"000039737","2024-01-10 09:37:29","BROCANO","1.00","100.00"
"000039738","2024-01-10 10:09:56","BROCANO","381.60","1300.00"
"000039739","2024-01-10 10:03:58","BROCANO","286.00","1000.00"
"000039740","2024-01-10 17:59:39","YTOLENTI","2.00","1500.00"
"000039741","2024-01-10 12:27:11","BROCANO","252.10","1300.00"
"000039742","2024-01-10 10:48:28","YTOLENTI","333.00","1200.00"
"000039743","2024-01-11 16:57:03","YTOLENTI","11.00","2800.00"
"000039744","2024-01-10 10:40:36","YTOLENTI","189.40","500.00"
"000039745","2024-01-10 12:03:02","emori","2.20","100.00"
"000039746","2024-01-10 12:11:05","emori","1.00","500.00"
"000039747","2024-01-10 10:00:47","BROCANO","63.60","300.00"
"000039748","2024-01-10 10:46:24","YTOLENTI","219.40","800.00"
"000039749","2024-01-10 12:04:53","emori","3.40","1000.00"
"000039751","2024-01-10 12:16:48","emori","1.90","500.00"
"000039752","2024-01-10 12:51:50","emori","3.00","2500.00"
"000039753","2024-01-10 13:00:20","emori","161.20","500.00"
"000039754","2024-01-10 17:37:48","YTOLENTI","1.00","200.00"
"000039755","2024-01-11 10:21:21","BROCANO","1.00","1000.00"
"000039756","2024-01-11 10:16:25","BROCANO","1.00","1000.00"
"000039757","2024-01-10 19:02:55","BROCANO","137.10","600.00"
"000039759","2024-01-11 11:23:22","emori","3.60","1500.00"
"000039760","2024-01-11 10:53:31","BROCANO","2.20","600.00"
"000039761","2024-01-11 10:22:11","YTOLENTI","183.00","1000.00"
"000039762","2024-01-11 10:29:14","YTOLENTI","6.00","2000.00"
"000039763","2024-01-11 11:36:25","emori","1.00","300.00"
"000039764","2024-01-11 09:46:27","Kespiritu","1.00","500.00"
"000039765","2024-01-11 09:49:46","BROCANO","82.60","1000.00"
"000039766","2024-01-11 09:58:12","BROCANO","273.50","300.00"
"000039767","2024-01-11 10:06:01","BROCANO","137.10","500.00"
"000039768","2024-01-11 10:30:55","BROCANO","217.40","1000.00"
"000039769","2024-01-11 11:11:18","emori","3.20","1500.00"
"000039770","2024-01-11 10:26:00","BROCANO","528.60","2000.00"
"000039771","2024-01-11 10:43:57","BROCANO","1.30","500.00"
"000039772","2024-01-11 10:47:06","BROCANO","166.30","500.00"
"000039773","2024-01-11 10:48:49","BROCANO","273.40","800.00"
"000039774","2024-01-11 10:39:29","BROCANO","127.80","500.00"
"000039775","2024-01-11 10:57:55","BROCANO","1386.00","5000.00"
"000039776","2024-01-11 17:22:14","YTOLENTI","3.40","800.00"
"000039777","2024-01-12 12:44:41","BROCANO","2.00","1500.00"
"000039778","2024-01-12 10:02:05","BROCANO","321.80","1500.00"
"000039779","2024-01-12 10:05:16","YTOLENTI","1.00","300.00"
"000039780","2024-01-12 15:43:25","emori","1.00","500.00"
"000039781","2024-01-12 11:48:22","emori","2.20","1000.00"
"000039782","2024-01-12 10:12:07","BROCANO","1.00","1000.00"
"000039784","2024-01-12 10:23:45","YTOLENTI","3.60","1800.00"
"000039785","2024-01-12 09:58:25","emori","1.60","300.00"
"000039786","2024-01-12 11:53:49","emori","1758.00","10000.00"
"000039787","2024-01-12 11:21:22","BROCANO","137.10","500.00"
"000039788","2024-01-12 10:31:41","YTOLENTI","2.80","2000.00"
"000039790","2024-01-12 09:40:35","BROCANO","77.20","200.00"
"000039791","2024-01-15 12:09:53","BROCANO","1.90","500.00"
"000039792","2024-01-12 09:45:44","BROCANO","4.40","1800.00"
"000039793","2024-01-12 10:28:53","BROCANO","1.90","400.00"
"000039794","2024-01-12 09:35:25","BROCANO","136.00","1000.00"
"000039795","2024-01-12 16:19:36","YTOLENTI","11.60","1200.00"
"000039796","2024-01-12 15:08:18","emori","5258.00","30000.00"
"000039797","2024-01-12 15:59:37","emori","1.00","500.00"
"000039798","2024-01-12 10:19:54","BROCANO","4.60","400.00"
"000039799","2024-01-12 10:02:58","BROCANO","1.00","400.00"
"000039800","2024-01-12 10:30:01","YTOLENTI","735.40","2000.00"
"000039801","2024-01-12 11:43:40","emori","888.00","3000.00"
"000039802","2024-01-12 10:22:14","BROCANO","1.00","200.00"
"000039803","2024-01-12 10:24:08","BROCANO","150.60","500.00"
"000039804","2024-01-12 17:29:05","YTOLENTI","522.80","7000.00"
"000039806","2024-01-12 10:35:30","YTOLENTI","1.80","600.00"
"000039807","2024-01-12 16:12:29","emori","191.60","700.00"
"000039808","2024-01-13 13:25:56","YTOLENTI","1.40","1000.00"
"000039809","2024-01-12 17:40:19","YTOLENTI","1.40","1000.00"
"000039811","2024-01-13 08:31:08","emori","2.80","1500.00"
"000039812","2024-01-13 08:11:01","emori","99.70","400.00"
"000039813","2024-01-13 12:00:45","emori","271.40","1000.00"
"000039814","2024-01-13 11:20:21","emori","2.00","2000.00"
"000039815","2024-01-13 09:18:12","BROCANO","27.50","500.00"
"000039816","2024-01-13 11:54:28","BROCANO","48.20","600.00"
"000039818","2024-01-13 11:55:58","BROCANO","75.40","1000.00"
"000039821","2024-01-13 10:50:20","emori","5.20","1500.00"
"000039822","2024-01-13 09:35:16","emori","1.00","1000.00"
"000039823","2024-01-13 09:24:35","BROCANO","4.30","500.00"
"000039824","2024-01-13 09:25:06","BROCANO","1.00","500.00"
"000039825","2024-01-13 11:26:59","BROCANO","3.00","800.00"
"000039826","2024-01-13 09:08:23","BROCANO","592.20","1800.00"
"000039827","2024-01-13 09:17:45","YTOLENTI","2.50","300.00"
"000039829","2024-01-13 09:14:53","BROCANO","88.20","700.00"
"000039830","2024-01-15 16:20:51","emori","56.40","500.00"
"000039831","2024-01-13 09:57:06","emori","1.00","1000.00"
"000039832","2024-01-13 09:20:43","YTOLENTI","137.10","700.00"
"000039834","2024-01-13 09:22:11","BROCANO","73.00","1000.00"
"000039835","2024-01-13 09:48:31","BROCANO","3.70","300.00"
"000039836","2024-01-13 09:29:50","BROCANO","46.30","500.00"
"000039837","2024-01-13 11:17:51","emori","807.50","2000.00"
"000039838","2024-01-13 09:45:08","BROCANO","621.80","2500.00"
"000039839","2024-01-13 11:24:52","YTOLENTI","1.00","300.00"
"000039840","2024-01-13 10:58:06","emori","1.00","1000.00"
"000039842","2024-01-13 13:10:40","YTOLENTI","547.00","1400.00"
"000039843","2024-01-15 11:10:01","emori","265.10","1000.00"
"000039844","2024-01-15 10:53:22","emori","26.90","500.00"
"000039845","2024-01-15 09:49:53","BROCANO","329.80","1200.00"
"000039846","2024-01-15 09:46:57","BROCANO","2.00","1500.00"
"000039847","2024-01-15 09:56:24","BROCANO","417.60","2000.00"
"000039848","2024-01-15 15:59:55","YTOLENTI","1.90","300.00"
"000039849","2024-01-15 16:41:52","YTOLENTI","271.10","1400.00"
"000039850","2024-01-15 10:58:00","YTOLENTI","2.00","1500.00"
"000039851","2024-01-15 11:00:13","emori","542.00","2000.00"
"000039853","2024-01-15 09:43:06","BROCANO","2.20","1000.00"
"000039854","2024-01-15 12:29:43","YTOLENTI","2032.00","7000.00"
"000039855","2024-01-15 09:33:55","BROCANO","1.00","400.00"
"000039856","2024-01-15 16:33:50","YTOLENTI","220.20","800.00"
"000039857","2024-01-15 11:26:42","emori","1.00","400.00"
"000039858","2024-01-15 12:39:08","emori","246.10","900.00"
"000039859","2024-01-15 16:26:44","YTOLENTI","547.00","2000.00"
"000039860","2024-01-16 17:45:40","YTOLENTI","1.00","1000.00"
"000039861","2024-01-16 17:52:27","YTOLENTI","540.00","2500.00"
"000039863","2024-01-16 10:36:58","YTOLENTI","28.00","4500.00"
"000039864","2024-01-16 10:00:24","BROCANO","1.00","300.00"
"000039865","2024-01-16 09:53:27","BROCANO","728.00","2000.00"
"000039866","2024-01-16 11:08:22","emori","1.00","600.00"
"000039867","2024-01-16 10:22:59","BROCANO","1.00","300.00"
"000039869","2024-01-16 09:20:24","BROCANO","5.00","1000.00"
"000039870","2024-01-16 17:43:53","Kespiritu","1.00","500.00"
"000039871","2024-01-16 18:12:02","YTOLENTI","1.00","500.00"
"000039872","2024-01-16 09:57:26","BROCANO","1.30","350.00"
"000039873","2024-01-16 10:47:37","BROCANO","3158.00","12000.00"
"000039874","2024-01-16 17:47:51","YTOLENTI","1.00","500.00"
"000039875","2024-01-16 10:32:39","YTOLENTI","2.80","1400.00"
"000039876","2024-01-16 10:48:51","BROCANO","1320.50","5000.00"
"000039877","2024-01-16 09:47:13","BROCANO","52.40","400.00"
"000039878","2024-01-16 10:18:08","BROCANO","2.20","500.00"
"000039879","2024-01-16 11:14:58","emori","2.80","2000.00"
"000039880","2024-01-17 16:58:44","YTOLENTI","367.90","800.00"
"000039881","2024-01-16 11:10:51","emori","1.00","300.00"
"000039882","2024-01-16 10:20:22","YTOLENTI","12.00","2000.00"
"000039883","2024-01-16 09:42:10","BROCANO","15.70","400.00"
"000039884","2024-01-16 10:02:19","BROCANO","8.00","8000.00"
"000039886","2024-01-16 09:34:53","BROCANO","1.00","500.00"
"000039887","2024-01-16 10:03:17","BROCANO","8.00","5000.00"
"000039888","2024-01-16 10:33:58","BROCANO","2.20","300.00"
"000039889","2024-01-16 10:58:01","BROCANO","1.30","500.00"
"000039890","2024-01-16 10:30:02","BROCANO","1.40","800.00"
"000039891","2024-01-16 10:35:22","BROCANO","1.80","1000.00"
"000039892","2024-01-16 11:12:40","emori","4.40","2000.00"
"000039893","2024-01-16 17:05:46","YTOLENTI","584.00","1500.00"
"000039894","2024-01-16 10:26:54","BROCANO","83.00","200.00"
"000039895","2024-01-16 10:28:43","BROCANO","45.40","200.00"
"000039896","2024-01-16 12:23:33","emori","31.40","700.00"
"000039897","2024-01-16 17:08:51","BROCANO","73.60","500.00"
"000039898","2024-01-17 17:07:18","YTOLENTI","6.00","2000.00"
"000039899","2024-01-17 08:58:54","YTOLENTI","1.60","200.00"
"000039900","2024-01-17 16:54:43","YTOLENTI","664.50","2500.00"
"000039901","2024-01-17 08:58:05","YTOLENTI","55.80","250.00"
"000039902","2024-01-17 09:35:43","BROCANO","4.60","600.00"
"000039903","2024-01-17 10:28:11","BROCANO","1.00","500.00"
"000039904","2024-01-17 09:40:26","BROCANO","253.80","1000.00"
"000039905","2024-01-17 10:09:15","emori","1.00","250.00"
"000039906","2024-01-17 10:57:24","BROCANO","2.00","1500.00"
"000039907","2024-01-17 16:08:54","BROCANO","1.00","500.00"
"000039908","2024-01-17 10:21:07","emori","2.20","700.00"
"000039909","2024-01-17 11:14:35","BROCANO","1.00","500.00"
"000039910","2024-01-17 10:53:45","BROCANO","171.00","1000.00"
"000039911","2024-01-17 10:26:56","emori","1.00","500.00"
"000039912","2024-01-17 10:25:14","emori","1.40","450.00"
"000039913","2024-01-17 10:48:56","BROCANO","2.50","500.00"
"000039915","2024-01-17 11:13:46","BROCANO","19.60","400.00"
"000039916","2024-01-17 10:43:52","BROCANO","1433.20","1500.00"
"000039917","2024-01-17 10:58:55","emori","274.50","1200.00"
"000039921","2024-01-18 09:48:52","YTOLENTI","356.10","1300.00"
"000039922","2024-01-17 09:57:10","BROCANO","32.30","400.00"
"000039923","2024-01-17 16:46:10","emori","2.80","1400.00"
"000039924","2024-01-17 10:51:06","BROCANO","1.40","1000.00"
"000039925","2024-01-17 11:38:59","BROCANO","1.40","1000.00"
"000039926","2024-01-17 10:13:30","emori","1.00","1000.00"
"000039927","2024-01-17 11:30:42","BROCANO","1.00","380.00"
"000039929","2024-01-17 10:22:09","BROCANO","1.30","400.00"
"000039930","2024-01-17 11:22:17","emori","93.60","2000.00"
"000039931","2024-01-17 12:28:41","emori","1.00","700.00"
"000039932","2024-01-17 10:26:11","BROCANO","54.90","500.00"
"000039933","2024-01-17 09:52:02","BROCANO","363.80","1000.00"
"000039934","2024-01-17 18:58:48","BROCANO","1.00","1000.00"
"000039936","2024-01-17 11:04:35","BROCANO","95.30","500.00"
"000039937","2024-01-17 12:43:01","emori","1.00","100.00"
"000039938","2024-01-19 09:44:24","YTOLENTI","10.00","2000.00"
"000039940","2024-01-17 18:19:08","emori","544.40","2000.00"
"000039941","2024-01-18 10:26:20","BROCANO","9.20","1300.00"
"000039942","2024-01-18 11:31:22","BROCANO","32.70","300.00"
"000039943","2024-01-18 10:35:39","BROCANO","6.00","4000.00"
"000039944","2024-01-18 11:16:59","emori","1.00","300.00"
"000039945","2024-01-18 16:50:50","YTOLENTI","1.00","500.00"
"000039946","2024-01-18 12:45:34","YTOLENTI","707.00","3000.00"
"000039947","2024-01-18 16:22:17","emori","4.20","500.00"
"000039948","2024-01-18 11:33:17","emori","3.00","3000.00"
"000039949","2024-01-18 10:16:11","BROCANO","4.00","2000.00"
"000039950","2024-01-18 09:44:31","BROCANO","1.00","500.00"
"000039951","2024-01-18 10:12:23","BROCANO","1.00","300.00"
"000039953","2024-01-18 10:10:16","BROCANO","1.00","300.00"
"000039954","2024-01-18 11:15:43","emori","110.00","400.00"
"000039955","2024-01-18 18:04:59","emori","12.00","5000.00"
"000039956","2024-01-18 11:46:56","emori","1.00","300.00"
"000039957","2024-01-19 10:08:28","emori","1.80","500.00"
"000039958","2024-01-18 11:58:53","emori","1.90","350.00"
"000039959","2024-01-18 17:32:53","YTOLENTI","1.00","350.00"
"000039960","2024-01-18 18:00:47","BROCANO","8.00","5000.00"
"000039961","2024-01-19 11:04:24","YTOLENTI","1.00","500.00"
"000039962","2024-01-19 10:04:33","YTOLENTI","1.90","400.00"
"000039963","2024-01-19 10:23:02","emori","391.40","1500.00"
"000039964","2024-01-19 09:56:17","emori","2.80","200.00"
"000039965","2024-01-19 10:06:32","emori","96.80","500.00"
"000039966","2024-01-19 09:56:05","BROCANO","164.50","600.00"
"000039967","2024-01-19 10:38:55","BROCANO","76.30","700.00"
"000039969","2024-01-19 09:54:08","BROCANO","112.70","300.00"
"000039971","2024-01-19 10:10:46","BROCANO","533.00","5000.00"
"000039972","2024-01-19 09:45:59","BROCANO","1.90","1000.00"
"000039973","2024-01-19 09:59:13","emori","28.10","500.00"
"000039975","2024-01-19 10:12:44","YTOLENTI","1.00","500.00"
"000039977","2024-01-19 10:01:46","emori","89.80","800.00"
"000039978","2024-01-19 10:30:45","BROCANO","547.60","1500.00"
"000039979","2024-01-19 10:45:18","emori","1.00","1000.00"
"000039980","2024-01-19 10:12:49","emori","130.60","600.00"
"000039981","2024-01-19 10:04:38","emori","110.00","400.00"
"000039982","2024-01-19 10:03:30","BROCANO","3.00","1500.00"
"000039985","2024-01-19 10:07:36","BROCANO","1.00","400.00"
"000039986","2024-01-19 09:58:00","BROCANO","326.00","1200.00"
"000039987","2024-01-19 16:43:47","emori","8.00","30000.00"
"000039988","2024-01-19 10:43:02","BROCANO","1.00","300.00"
"000039989","2024-01-19 17:37:09","BROCANO","6.40","200.00"
"000039991","2024-01-20 10:08:44","BROCANO","3.00","2500.00"
"000039992","2024-01-22 10:27:26","YTOLENTI","1.00","200.00"
"000039994","2024-01-20 09:22:44","BROCANO","40.00","800.00"
"000039996","2024-01-20 11:26:19","BROCANO","52.40","1000.00"
"000039997","2024-01-20 11:50:27","BROCANO","75.00","1000.00"
"000039998","2024-01-20 09:20:02","BROCANO","1.00","1000.00"
"000039999","2024-01-20 08:54:38","BROCANO","8.00","5000.00"
"000040000","2024-01-20 09:27:46","BROCANO","1.40","1000.00"
"000040001","2024-01-20 09:19:25","BROCANO","30.40","200.00"
"000040002","2024-01-20 09:29:02","BROCANO","225.20","2000.00"
"000040003","2024-01-20 09:48:18","BROCANO","82.60","300.00"
"000040004","2024-01-20 09:34:02","BROCANO","1.00","500.00"
"000040005","2024-01-20 10:51:07","emori","36.70","500.00"
"000040006","2024-01-20 12:09:43","emori","137.10","500.00"
"000040007","2024-01-20 10:08:46","YTOLENTI","2.20","1000.00"
"000040008","2024-01-20 11:24:22","emori","247.30","1000.00"
"000040009","2024-01-20 10:17:01","BROCANO","88.80","400.00"
"000040010","2024-01-20 09:14:36","BROCANO","12.50","300.00"
"000040011","2024-01-20 09:09:59","BROCANO","4.00","500.00"
"000040012","2024-01-20 09:27:20","YTOLENTI","329.00","1200.00"
"000040013","2024-01-20 09:40:29","BROCANO","62.60","400.00"
"000040014","2024-01-20 09:53:36","BROCANO","1.00","300.00"
"000040015","2024-01-20 10:06:14","BROCANO","1995.90","8000.00"
"000040016","2024-01-20 09:42:27","BROCANO","1.00","300.00"
"000040017","2024-01-20 09:49:54","BROCANO","1.00","400.00"
"000040018","2024-01-20 09:51:08","BROCANO","1.00","500.00"
"000040019","2024-01-20 09:39:08","YTOLENTI","272.60","1000.00"
"000040020","2024-01-20 10:10:55","YTOLENTI","598.00","4000.00"
"000040021","2024-01-20 11:55:40","BROCANO","1.00","800.00"
"000040022","2024-01-22 17:00:01","YTOLENTI","138.00","400.00"
"000040023","2024-01-20 13:56:58","BROCANO","7.00","600.00"
"000040024","2024-01-22 09:54:50","BROCANO","224.00","1200.00"
"000040025","2024-01-22 09:51:27","BROCANO","530.80","1800.00"
"000040026","2024-01-22 11:02:21","BROCANO","2.00","2000.00"
"000040028","2024-01-22 10:04:45","BROCANO","2.00","2000.00"
"000040030","2024-01-22 10:15:34","BROCANO","205.00","800.00"
"000040031","2024-01-22 10:23:57","BROCANO","513.10","2000.00"
"000040032","2024-01-22 10:50:24","emori","329.80","1000.00"
"000040033","2024-01-22 09:38:22","BROCANO","367.60","2000.00"
"000040034","2024-01-22 10:12:02","BROCANO","9.00","1000.00"
"000040035","2024-01-22 10:52:22","emori","896.00","3500.00"
"000040036","2024-01-25 11:28:03","emori","1.00","1000.00"
"000040037","2024-01-22 09:45:20","BROCANO","8.20","300.00"
"000040038","2024-01-22 10:29:59","YTOLENTI","605.00","1800.00"
"000040039","2024-01-22 10:22:12","YTOLENTI","1.00","500.00"
"000040040","2024-01-22 12:03:04","emori","12.20","1000.00"
"000040041","2024-01-22 10:23:19","YTOLENTI","1.00","400.00"
"000040042","2024-01-22 10:30:46","YTOLENTI","2.80","1500.00"
"000040043","2024-01-22 10:25:27","YTOLENTI","2.60","500.00"
"000040044","2024-01-22 17:49:55","YTOLENTI","315.20","1450.00"
"000040045","2024-01-23 10:22:15","YTOLENTI","1339.00","5000.00"
"000040046","2024-01-23 10:27:29","YTOLENTI","2.00","2000.00"
"000040047","2024-01-23 09:55:44","YTOLENTI","40.20","1000.00"
"000040048","2024-01-23 09:48:08","BROCANO","3.70","300.00"
"000040050","2024-01-23 10:52:57","emori","1.00","500.00"
"000040051","2024-01-23 15:54:14","emori","1.00","300.00"
"000040052","2024-01-23 11:02:24","emori","1065.20","4000.00"
"000040053","2024-01-23 10:12:53","YTOLENTI","1.00","1000.00"
"000040054","2024-01-23 10:26:46","BROCANO","109.80","1000.00"
"000040055","2024-01-23 10:32:14","BROCANO","1076.00","3000.00"
"000040056","2024-01-23 11:08:55","emori","2.00","1500.00"
"000040057","2024-01-23 10:58:15","BROCANO","220.00","1500.00"
"000040058","2024-01-23 10:45:27","BROCANO","132.70","500.00"
"000040059","2024-01-23 09:50:07","BROCANO","1.90","500.00"
"000040060","2024-01-23 10:06:19","emori","219.00","800.00"
"000040061","2024-01-23 10:22:10","BROCANO","39.40","500.00"
"000040062","2024-01-23 09:53:35","BROCANO","2.50","300.00"
"000040063","2024-01-23 09:20:12","BROCANO","2.00","2000.00"
"000040065","2024-01-23 09:36:03","BROCANO","1.60","300.00"
"000040066","2024-01-23 09:26:03","BROCANO","67.20","600.00"
"000040067","2024-01-23 11:04:14","BROCANO","3540.50","20000.00"
"000040068","2024-01-23 09:38:44","BROCANO","131.30","400.00"
"000040069","2024-01-23 09:41:39","BROCANO","273.20","1500.00"
"000040070","2024-01-23 10:23:35","BROCANO","85.80","400.00"
"000040071","2024-01-23 10:29:54","BROCANO","1.40","700.00"
"000040072","2024-01-23 09:44:55","BROCANO","1.00","500.00"
"000040073","2024-01-23 18:08:29","BROCANO","1.00","300.00"
"000040074","2024-01-23 10:23:19","YTOLENTI","276.20","1000.00"
"000040076","2024-01-23 17:34:19","BROCANO","273.50","1000.00"
"000040077","2024-01-23 17:35:43","BROCANO","271.00","1000.00"
"000040079","2024-01-23 10:00:01","BROCANO","3.10","200.00"
"000040080","2024-01-23 10:09:20","BROCANO","2.50","150.00"
"000040081","2024-01-24 11:10:54","BROCANO","1.80","200.00"
"000040082","2024-01-23 15:50:34","emori","138.30","500.00"
"000040084","2024-01-23 18:21:05","YTOLENTI","1.00","300.00"
"000040085","2024-01-24 09:59:18","BROCANO","543.00","3000.00"
"000040086","2024-01-24 09:52:57","BROCANO","29.60","1000.00"
"000040087","2024-01-24 09:53:49","BROCANO","1.00","600.00"
"000040088","2024-01-24 09:44:10","BROCANO","2.00","2000.00"
"000040089","2024-01-24 10:37:00","emori","1.00","300.00"
"000040091","2024-01-24 10:39:18","emori","219.00","1000.00"
"000040092","2024-01-24 10:46:53","emori","293.00","1000.00"
"000040093","2024-01-24 10:26:05","BROCANO","2983.60","3500.00"
"000040094","2024-01-24 10:38:52","BROCANO","1.00","300.00"
"000040095","2024-01-24 17:21:01","BROCANO","13.90","400.00"
"000040096","2024-01-24 10:19:33","BROCANO","1.00","500.00"
"000040097","2024-01-24 10:35:48","YTOLENTI","5.80","700.00"
"000040098","2024-01-24 17:13:19","YTOLENTI","110.00","400.00"
"000040099","2024-01-24 10:31:51","BROCANO","1.00","1000.00"
"000040100","2024-01-24 10:39:57","YTOLENTI","290.20","1200.00"
"000040101","2024-01-25 18:09:38","YTOLENTI","1.00","500.00"
"000040102","2024-01-24 09:46:07","BROCANO","542.00","2000.00"
"000040103","2024-01-24 10:42:03","emori","1.00","1000.00"
"000040104","2024-01-24 11:58:04","emori","192.00","500.00"
"000040105","2024-01-24 10:27:51","BROCANO","1.00","300.00"
"000040106","2024-01-24 10:15:32","BROCANO","8.60","500.00"
"000040107","2024-01-24 10:34:44","YTOLENTI","2.60","1000.00"
"000040108","2024-01-24 10:08:09","BROCANO","291.00","1000.00"
"000040110","2024-01-24 12:22:09","YTOLENTI","2.00","1200.00"
"000040111","2024-01-24 10:04:18","BROCANO","176.40","1000.00"
"000040112","2024-01-24 11:25:34","YTOLENTI","6.20","500.00"
"000040113","2024-01-24 11:08:43","emori","13.00","500.00"
"000040114","2024-01-24 10:10:42","BROCANO","1.00","500.00"
"000040115","2024-01-24 10:54:46","BROCANO","29.50","300.00"
"000040116","2024-01-24 10:45:29","BROCANO","2.00","2000.00"
"000040117","2024-01-24 10:41:39","BROCANO","110.00","500.00"
"000040118","2024-01-24 11:15:18","emori","1.00","400.00"
"000040120","2024-01-25 10:06:02","BROCANO","4.90","1000.00"
"000040121","2024-01-25 09:44:14","emori","1.80","1000.00"
"000040122","2024-01-25 09:40:32","emori","249.20","1000.00"
