"med_CodMed";"med_Nombre";"med_FormaFarmaceutica";"med_Presen";"med_Concen";"med_Costo";"med_Petitorio";"med_Petitorio2005";"med_Petitorio2010";"med_FecBaja";"med_FFDigemid";"med_IdEstado";"MED_V_NOMBRE_SIS";"MED_V_PRESENT_SIS";"MED_V_FORMAFARM_SIS";"MED_V_UNIDAD_CONSUMO";"MED_N_FACTOR_CONSUMO"
"ACM41";"AMBROXOL";"FCO";"";"JBE 15 mg/5 mL x 60 mL";0.0;"N";"N";"N";"2011-02-02";"FCO";"1";"AMBROXOL";"";"";"";0.0
"ACM410";"NEOMICINA";"POT";"";"CRE 0.3% x 10 g";0.0;"N";"N";"N";"2011-02-02";"POT";"1";"NEOMICINA";"";"";"";0.0
"ACM411";"NEOMICINA/POLIMIXINA/PREDNISOLONA";"FCO";"";"GTA 3.5 mg/10000 UI/5 mL x 5 mL";0.0;"N";"N";"N";"2011-02-02";"FCO";"1";"NEOMICINA/POLIMIXINA/PREDNISOLONA";"";"";"";0.0
"ACM412";"NEOMICINA/HIDROCORTISONA";"FCO";"";"";0.0;"N";"N";"N";"2011-02-02";"FCO";"1";"NEOMICINA/HIDROCORTISONA";"";"";"";0.0
"ACM413";"NEOSTIGMINA METILSULFATO";"AMP";"";"0.5 mg/1 ml";0.0;"S";"S";"N";"2011-02-02";"AMP";"1";"NEOSTIGMINA METILSULFATO";"";"";"";0.0
"ACM414";"NIMESULIDA";"FCO";"";"JBE 50 mg/5 mL x 60 mL";0.0;"N";"N";"N";"2011-02-02";"FCO";"1";"NIMESULIDA";"";"";"";0.0
"ACM415";"NIMESULIDA";"TAB";"";"100 mg";0.0;"N";"N";"N";"2011-02-02";"TAB";"1";"NIMESULIDA";"";"";"";0.0
"ACM416";"NIMODIPINO";"TAB";"";"30 mg";0.0;"N";"N";"N";"2011-02-02";"TAB";"1";"NIMODIPINO";"";"";"";0.0
"ACM417";"NISTATINA";"POT";"";"CRE 100 000 UI/g x 30 g";0.0;"N";"N";"N";"2011-02-02";"POT";"1";"NISTATINA";"";"";"";0.0
"ACM418";"NISTATINA";"TAB";"";"500 000 UI";0.0;"S";"S";"N";"2011-02-02";"TAB";"1";"NISTATINA";"";"";"";0.0
"ACM419";"NITRATO DE PLATA";"POT";"";"";0.0;"N";"N";"N";"2011-02-02";"POT";"1";"NITRATO DE PLATA";"";"";"";0.0
"ACM42";"AMBROXOL";"FCO";"";"JBE 30 mg/5 mL x 60 mL";0.0;"N";"N";"N";"2011-02-02";"FCO";"1";"AMBROXOL";"";"";"";0.0
"ACM421";"NITROFURAZONA";"POT";"";"CRE 0.2% x 35 g";0.0;"N";"N";"N";"2011-02-02";"POT";"1";"NITROFURAZONA";"";"";"";0.0
"ACM422";"NITROFURANTOINA";"TAB";"";"50 mg";0.0;"N";"N";"N";"2011-02-02";"TAB";"1";"NITROFURANTOINA";"";"";"";0.0
"ACM425";"NITROPRUSIATO DE SODIO";"AMP";"";"50 mg/2 ml";0.0;"N";"N";"N";"2011-02-02";"AMP";"1";"NITROPRUSIATO DE SODIO";"";"";"";0.0
"ACM426";"TETRAHIDROZOLINA (TETRIZOLINA)";"FCO";"";"GTA 0.5 mg/mL x 12 mL";0.0;"N";"N";"N";"2011-02-02";"FCO";"1";"TETRAHIDROZOLINA (TETRIZOLINA)";"";"";"";0.0
"ACM427";"OFLOXACINO";"FCO";"";"GTA 0.3% x 5 mL";0.0;"N";"N";"N";"2011-02-02";"FCO";"1";"OFLOXACINO";"";"";"";0.0
"ACM428";"OMEPRAZOL";"TAB";"";"20 mg";0.0;"S";"S";"N";"2011-02-02";"TAB";"1";"OMEPRAZOL";"";"";"";0.0
"ACM429";"ORFENADRINA";"AMP";"";"60 mg/2 ml";0.0;"N";"N";"N";"2011-02-02";"AMP";"1";"ORFENADRINA";"";"";"";0.0
"ACM43";"AMIKACINA (COMO SULFATO)";"AMP";"";"1 g x 4 ml";0.0;"N";"N";"N";"2011-02-02";"AMP";"1";"AMIKACINA (COMO SULFATO)";"";"";"";0.0
"ACM430";"ORFENADRINA";"TAB";"";"100 mg";0.0;"N";"N";"N";"2011-02-02";"TAB";"1";"ORFENADRINA";"";"";"";0.0
"ACM432";"OXIDO DE ETILENO";"LTS";"";"GAS LT";0.0;"N";"N";"N";"2011-02-02";"LTS";"1";"OXIDO DE ETILENO";"";"";"";0.0
"ACM433";"OXIDO DE ZINC";"ENV";"";"PLV 50 g";0.0;"N";"N";"N";"2011-02-02";"ENV";"1";"OXIDO DE ZINC";"";"";"";0.0
"ACM434";"OXITETRACICLINA";"POT";"";"";0.0;"N";"N";"N";"2011-02-02";"POT";"1";"OXITETRACICLINA";"";"";"";0.0
"ACM435";"OXITETRACICLINA/POLIMIXINA B";"POT";"";"UNG 30 g/10000 UI x 15 g";0.0;"N";"N";"N";"2011-02-02";"POT";"1";"OXITETRACICLINA/POLIMIXINA B";"";"";"";0.0
"ACM436";"OXITOCINA";"AMP";"";"5 UI/1 ml";0.0;"N";"N";"N";"2011-02-02";"AMP";"1";"OXITOCINA";"";"";"";0.0
"ACM437";"PARACETAMOL";"FCO";"";"GTA 100 mg/mL x 30 mL";0.0;"S";"S";"N";"2011-02-02";"FCO";"1";"PARACETAMOL";"";"";"";0.0
"ACM438";"PARGEVERINA (PROPINOXATO)";"FCO";"";"GTA 5 mg/mL x 15 mL";0.0;"N";"N";"N";"2011-02-02";"FCO";"1";"PARGEVERINA (PROPINOXATO)";"";"";"";0.0
"ACM439";"PARGEVERINA (PROPINOXATO)";"TAB";"";"5 mg";0.0;"N";"N";"N";"2011-02-02";"TAB";"1";"PARGEVERINA (PROPINOXATO)";"";"";"";0.0
"ACM44";"AMIKACINA (COMO SULFATO)";"AMP";"";"100 mg  2 mL";0.0;"S";"S";"N";"2011-02-02";"AMP";"1";"AMIKACINA (COMO SULFATO)";"";"";"";0.0
"ACM440";"NUTRIENTE ENTERAL";"FCO";"";"";0.0;"N";"N";"N";"2011-02-02";"FCO";"1";"NUTRIENTE ENTERAL";"";"";"";0.0
"ACM441";"PEFLOXACINO";"TAB";"";"400 mg";0.0;"N";"N";"N";"2011-02-02";"TAB";"1";"PEFLOXACINO";"";"";"";0.0
"ACM442";"BENZATINA BENCILPENICILINA (PENICILINA BENZATINICA)";"AMP";"";"2 400 000 UI";0.0;"S";"S";"N";"2011-02-02";"AMP";"1";"BENZATINA BENCILPENICILINA (PENICILINA BENZATINICA)";"";"";"";0.0
"ACM443";"BENCILPENICILINA SODICA (PENICILINA G SODICA)";"AMP";"";"2 000 000 UI";0.0;"N";"N";"N";"2011-02-02";"AMP";"1";"BENCILPENICILINA SODICA (PENICILINA G SODICA)";"";"";"";0.0
"ACM444";"PENTAZOCINA";"AMP";"";"30 mg";0.0;"N";"N";"N";"2011-02-02";"AMP";"1";"PENTAZOCINA";"";"";"";0.0
"ACM446";"PENTOXIFILINA";"TAB";"";"400 mg";0.0;"N";"N";"N";"2011-02-02";"TAB";"1";"PENTOXIFILINA";"";"";"";0.0
"ACM448";"PERMETRINA";"POT";"";"CRE 5% x 60 g";0.0;"S";"S";"N";"2011-02-02";"POT";"1";"PERMETRINA";"";"";"";0.0
"ACM45";"AMINOACIDOS";"FCO";"";"INY 3.5% x 500 mL";0.0;"N";"N";"N";"2011-02-02";"FCO";"1";"AMINOACIDOS";"";"";"";0.0
"ACM450";"PICOSULFATO SODICO (SODIO PICOSULFATO )";"TAB";"";"5 mg";0.0;"S";"S";"N";"2011-02-02";"TAB";"1";"PICOSULFATO SODICO (SODIO PICOSULFATO )";"";"";"";0.0
"ACM451";"PIRACETAM";"AMP";"";"1 g/5 ml";0.0;"N";"N";"N";"2011-02-02";"AMP";"1";"PIRACETAM";"";"";"";0.0
"ACM452";"PIRACETAM";"FCO";"";"JBE 20% x 60 mL";0.0;"N";"N";"N";"2011-02-02";"FCO";"1";"PIRACETAM";"";"";"";0.0
"ACM453";"PIRANTEL";"TAB";"";"250 mg";0.0;"N";"N";"N";"2011-02-02";"TAB";"1";"PIRANTEL";"";"";"";0.0
"ACM454";"PIRIDOSTIGMINA BROMURO";"TAB";"";"60 mg";0.0;"S";"S";"N";"2011-02-02";"TAB";"1";"PIRIDOSTIGMINA BROMURO";"";"";"";0.0
"ACM455";"PIRIDOXINA CLORHIDRATO";"AMP";"";"300 mg/15 ml";0.0;"N";"N";"N";"2011-02-02";"AMP";"1";"PIRIDOXINA CLORHIDRATO";"";"";"";0.0
"ACM456";"PIRIDOXINA CLORHIDRATO";"TAB";"";"100 mg";0.0;"N";"N";"N";"2011-02-02";"TAB";"1";"PIRIDOXINA CLORHIDRATO";"";"";"";0.0
"ACM457";"PIRIDOXINA CLORHIDRATO";"TAB";"";"300 mg";0.0;"N";"N";"N";"2011-02-02";"TAB";"1";"PIRIDOXINA CLORHIDRATO";"";"";"";0.0
"ACM458";"CIANOCOBALAMINA/PIRIDOXINA";"AMP";"";"1 mg/0.1 mg x 3 ml";0.0;"N";"N";"N";"2011-02-02";"AMP";"1";"CIANOCOBALAMINA/PIRIDOXINA";"";"";"";0.0
"ACM459";"PIRIMETAMINA";"TAB";"";"25 mg";0.0;"S";"S";"N";"2011-02-02";"TAB";"1";"PIRIMETAMINA";"";"";"";0.0
"ACM46";"AMINOACIDOS";"FCO";"";"INY 10% x 1000 mL";0.0;"N";"N";"N";"2011-02-02";"FCO";"1";"AMINOACIDOS";"";"";"";0.0
"ACM460";"PIROXICAM";"AMP";"";"20 mg/1 ml";0.0;"N";"N";"N";"2011-02-02";"AMP";"1";"PIROXICAM";"";"";"";0.0
"ACM461";"PIROXICAM";"TAB";"";"10 mg";0.0;"N";"N";"N";"2011-02-02";"TAB";"1";"PIROXICAM";"";"";"";0.0
"ACM462";"PIROXICAM";"TAB";"";"20 mg";0.0;"N";"N";"N";"2011-02-02";"TAB";"1";"PIROXICAM";"";"";"";0.0
"ACM463";"PIROXICAM";"AMP";"";"40 mg/2 ml";0.0;"N";"N";"N";"2011-02-02";"AMP";"1";"PIROXICAM";"";"";"";0.0
"ACM465";"PODOFILINA TINTURA";"FCO";"";"10.0%";0.0;"N";"N";"N";"2011-02-02";"FCO";"1";"PODOFILINA TINTURA";"";"";"";0.0
"ACM466";"POLIACRILICO ACIDO";"POT";"";"CRE OFT 2 mg x 10 g";0.0;"N";"N";"N";"2011-02-02";"POT";"1";"POLIACRILICO ACIDO";"";"";"";0.0
"ACM467";"PRAZIQUANTEL";"TAB";"";"150 mg";0.0;"S";"S";"N";"2011-02-02";"TAB";"1";"PRAZIQUANTEL";"";"";"";0.0
"ACM469";"PREDNISOLONA/FENILEFRINA/SULFACETAMIDA";"FCO";"";"GTA 2 mg/1.2 mg/100 mg/mL x 5 mL";0.0;"N";"N";"N";"2011-02-02";"FCO";"1";"PREDNISOLONA/FENILEFRINA/SULFACETAMIDA";"";"";"";0.0
"ACM47";"AMINOACIDOS";"FCO";"";"INY 8.5% x 1000 mL";0.0;"N";"N";"N";"2011-02-02";"FCO";"1";"AMINOACIDOS";"";"";"";0.0
"ACM470";"PREDNISONA";"FCO";"";"SUS 5 mg/5 mL 120 mL";0.0;"N";"N";"N";"2011-02-02";"FCO";"1";"PREDNISONA";"";"";"";0.0
"ACM471";"PREDNISONA";"TAB";"";"50 mg";0.0;"S";"S";"N";"2011-02-02";"TAB";"1";"PREDNISONA";"";"";"";0.0
"ACM472";"PROGESTERONA";"AMP";"";"50 mg/1 ml";0.0;"N";"N";"N";"2011-02-02";"AMP";"1";"PROGESTERONA";"";"";"";0.0
"ACM473";"PROPRANOLOL CLORHIDRATO";"TAB";"";"10 mg";0.0;"S";"S";"N";"2011-02-02";"TAB";"1";"PROPRANOLOL CLORHIDRATO";"";"";"";0.0
"ACM474";"PROPRANOLOL CLORHIDRATO";"TAB";"";"20 mg";0.0;"N";"N";"N";"2011-02-02";"TAB";"1";"PROPRANOLOL CLORHIDRATO";"";"";"";0.0
"ACM475";"PROPRANOLOL CLORHIDRATO";"TAB";"";"40 mg";0.0;"S";"S";"N";"2011-02-02";"TAB";"1";"PROPRANOLOL CLORHIDRATO";"";"";"";0.0
"ACM476";"PARGEVERINA (PROPINOXATO)";"AMP";"";"5 mg/1 ml";0.0;"N";"N";"N";"2011-02-02";"AMP";"1";"PARGEVERINA (PROPINOXATO)";"";"";"";0.0
"ACM477";"PROPOFOL";"AMP";"";"10 mg/ml x 20 ml";0.0;"N";"N";"N";"2011-02-02";"AMP";"1";"PROPOFOL";"";"";"";0.0
"ACM478";"PROXIMETACAINA (PROPARACAINA)";"FCO";"";"GTA 0.5% x 15 mL";0.0;"N";"N";"N";"2011-02-02";"FCO";"1";"PROXIMETACAINA (PROPARACAINA)";"";"";"";0.0
"ACM48";"AMITRIPTILINA (COMO CLORHIDRATO)";"TAB";"";"10 mg";0.0;"S";"S";"N";"2011-02-02";"TAB";"1";"AMITRIPTILINA (COMO CLORHIDRATO)";"";"";"";0.0
"ACM480";"RIFAMPICINA";"TAB";"";"300 mg";0.0;"S";"S";"N";"2011-02-02";"TAB";"1";"RIFAMPICINA";"";"";"";0.0
"ACM481";"SALES DE REHIDRATACION ORAL";"ENV";"";"";0.0;"S";"S";"N";"2011-02-02";"ENV";"1";"SALES DE REHIDRATACION ORAL";"";"";"";0.0
"ACM482";"SULFATO FERROSO";"FCO";"";"125 mg";0.0;"N";"N";"N";"2011-02-02";"FCO";"1";"SULFATO FERROSO";"";"";"";0.0
"ACM483";"SALBUTAMOL (como sulfato)";"AMP";"";"0.5 mg/1 ml";0.0;"N";"N";"N";"2011-02-02";"AMP";"1";"SALBUTAMOL (como sulfato)";"";"";"";0.0
"ACM485";"SALBUTAMOL (como sulfato)";"TAB";"";"2 mg";0.0;"N";"N";"N";"2011-02-02";"TAB";"1";"SALBUTAMOL (como sulfato)";"";"";"";0.0
"ACM486";"SALBUTAMOL/GUAIFENESINA";"FCO";"";"JBE 2 mg/5 mg/5 mL x 150 mL";0.0;"N";"N";"N";"2011-02-02";"FCO";"1";"SALBUTAMOL/GUAIFENESINA";"";"";"";0.0
"ACM487";"SALICILATO DE METILO";"POT";"";"UNG 30 g x 30 g";0.0;"N";"N";"N";"2011-02-02";"POT";"1";"SALICILATO DE METILO";"";"";"";0.0
"ACM488";"SECNIDAZOL";"TAB";"";"500 mg";0.0;"N";"N";"N";"2011-02-02";"TAB";"1";"SECNIDAZOL";"";"";"";0.0
"ACM489";"SERTRALINA";"TAB";"";"50 mg";0.0;"N";"N";"N";"2011-02-02";"TAB";"1";"SERTRALINA";"";"";"";0.0
"ACM49";"AMITRIPTILINA (COMO CLORHIDRATO)";"TAB";"";"25 mg";0.0;"S";"S";"N";"2011-02-02";"TAB";"1";"AMITRIPTILINA (COMO CLORHIDRATO)";"";"";"";0.0
"ACM490";"SEVOFLURANO";"ML";"";"AER ml";0.0;"N";"N";"N";"2011-02-02";"ML";"1";"SEVOFLURANO";"";"";"";0.0
"ACM492";"COBAMAMIDA";"TAB";"";"1 mg";0.0;"N";"N";"N";"2011-02-02";"TAB";"1";"COBAMAMIDA";"";"";"";0.0
"ACM493";"SUCRALFATO";"FCO";"";"1 g/200 ml";0.0;"N";"N";"N";"2011-02-02";"FCO";"1";"SUCRALFATO";"";"";"";0.0
"ACM494";"CEFOPERAZONA/SULBACTAM";"AMP";"";"1.5 g";0.0;"N";"N";"N";"2011-02-02";"AMP";"1";"CEFOPERAZONA/SULBACTAM";"";"";"";0.0
"ACM495";"PREDNISOLONA/SULFACETAMIDA";"FCO";"";"GTA 2-100 mg x 5 mL";0.0;"N";"N";"N";"2011-02-02";"FCO";"1";"PREDNISOLONA/SULFACETAMIDA";"";"";"";0.0
"ACM496";"PREDNISOLONA/SULFACETAMIDA";"POT";"";"CRE 0.25/10 x 3.5 g";0.0;"N";"N";"N";"2011-02-02";"POT";"1";"PREDNISOLONA/SULFACETAMIDA";"";"";"";0.0
"ACM497";"SULFACETAMIDA/CLORANFENICOL";"FCO";"";"GTA 100 mg/5 mg/mL 10 mL";0.0;"N";"N";"N";"2011-02-02";"FCO";"1";"SULFACETAMIDA/CLORANFENICOL";"";"";"";0.0
"ACM498";"SULFADIAZINA DE PLATA";"POT";"";"CRE 1% x 50 g";0.0;"S";"S";"N";"2011-02-02";"POT";"1";"SULFADIAZINA DE PLATA";"";"";"";0.0
"ACM499";"SULFADIAZINA DE PLATA";"POT";"";"CRE 1% x 400 g";0.0;"S";"S";"N";"2011-02-02";"POT";"1";"SULFADIAZINA DE PLATA";"";"";"";0.0
"ACM50";"AMLODIPINO";"TAB";"";"5 mg";0.0;"N";"N";"N";"2011-02-02";"TAB";"1";"AMLODIPINO";"";"";"";0.0
"ACM500";"SULFADOXINA/PIRIMETAMINA";"TAB";"";"500 mg/25 mg";0.0;"N";"N";"N";"2011-02-02";"TAB";"1";"SULFADOXINA/PIRIMETAMINA";"";"";"";0.0
"ACM501";"BARIO SULFATO RECTAL";"ENV";"";"PLV 92.5% x 400 g";0.0;"S";"S";"N";"2011-02-02";"ENV";"1";"BARIO SULFATO RECTAL";"";"";"";0.0
"ACM503";"SULFATO FERROSO/ACIDO ASCORBICO";"TAB";"";"525 mg/500 mg";0.0;"N";"N";"N";"2011-02-02";"TAB";"1";"SULFATO FERROSO/ACIDO ASCORBICO";"";"";"";0.0
"ACM504";"SULTAMICILINA";"TAB";"";"375 mg";0.0;"N";"N";"N";"2011-02-02";"TAB";"1";"SULTAMICILINA";"";"";"";0.0
"ACM505";"BENZOFENONAS (BLOQUEADOR SOLAR)";"FCO";"";"SPF 30";0.0;"S";"S";"N";"2011-02-02";"FCO";"1";"BENZOFENONAS (BLOQUEADOR SOLAR)";"";"";"";0.0
"ACM506";"TEICOPLANINA";"AMP";"";"200 mg";0.0;"N";"N";"N";"2011-02-02";"AMP";"1";"TEICOPLANINA";"";"";"";0.0
"ACM507";"TEICOPLANINA";"TAB";"";"5 mg";0.0;"N";"N";"N";"2011-02-02";"TAB";"1";"TEICOPLANINA";"";"";"";0.0
"ACM508";"TERFENADINA";"FCO";"";"SOL 30 mg/5 mL x 100 mL";0.0;"N";"N";"N";"2011-02-02";"FCO";"1";"TERFENADINA";"";"";"";0.0
"ACM509";"TESTOSTERONA ENANTATO";"AMP";"";"250 mg/1 ml";0.0;"S";"S";"N";"2011-02-02";"AMP";"1";"TESTOSTERONA ENANTATO";"";"";"";0.0
"ACM51";"AMOXICILINA/ACIDO CLAVULANICO";"TAB";"";"500 mg/125 mg";0.0;"S";"S";"N";"2011-02-02";"TAB";"1";"AMOXICILINA/ACIDO CLAVULANICO";"";"";"";0.0
"ACM510";"TETRACICLINA/CLORANFENICOL/BETAMETASONA";"POT";"";"";0.0;"N";"N";"N";"2011-02-02";"POT";"1";"TETRACICLINA/CLORANFENICOL/BETAMETASONA";"";"";"";0.0
"ACM511";"TINIDAZOL";"FCO";"";"SOL 200 mg/mL x 5 mL";0.0;"N";"N";"N";"2011-02-02";"FCO";"1";"TINIDAZOL";"";"";"";0.0
"ACM512";"TINIDAZOL";"TAB";"";"500 mg";0.0;"N";"N";"N";"2011-02-02";"TAB";"1";"TINIDAZOL";"";"";"";0.0
"ACM513";"TIOBARBITAL";"AMP";"";"1 g x 1";0.0;"N";"N";"N";"2011-02-02";"AMP";"1";"TIOBARBITAL";"";"";"";0.0
"ACM514";"TOBRAMICINA";"FCO";"";"GTA 0.3% x 5 mL";0.0;"N";"N";"N";"2011-02-02";"FCO";"1";"TOBRAMICINA";"";"";"";0.0
"ACM515";"TOBRAMICINA";"POT";"";"UNG 0.3% x 3.5 g";0.0;"N";"N";"N";"2011-02-02";"POT";"1";"TOBRAMICINA";"";"";"";0.0
"ACM516";"DEXAMETASONA/TOBRAMICINA";"POT";"";"UNG 1 mg/3 mg/g x 3.5 g";0.0;"N";"N";"N";"2011-02-02";"POT";"1";"DEXAMETASONA/TOBRAMICINA";"";"";"";0.0
"ACM517";"VACUNA ANTITETANICA (TOXOIDE TETANICO)";"AMP";"";"1 000 UI x 1";0.0;"S";"S";"N";"2011-02-02";"AMP";"1";"VACUNA ANTITETANICA (TOXOIDE TETANICO)";"";"";"";0.0
"ACM518";"TRAMADOL";"AMP";"";"100 mg/2 ml";0.0;"N";"N";"N";"2011-02-02";"AMP";"1";"TRAMADOL";"";"";"";0.0
"ACM519";"TRAMADOL";"AMP";"";"50 mg/1 ml";0.0;"N";"N";"N";"2011-02-02";"AMP";"1";"TRAMADOL";"";"";"";0.0
"ACM52";"AMOXICILINA";"FCO";"";"SUS 500 mg/5 mL 60 mL";0.0;"N";"N";"N";"2011-02-02";"FCO";"1";"AMOXICILINA";"";"";"";0.0
"ACM520";"TRAMADOL";"TAB";"";"50 mg";0.0;"N";"N";"N";"2011-02-02";"TAB";"1";"TRAMADOL";"";"";"";0.0
"ACM521";"TRIAMCINOLONA ACETONIDA";"AMP";"";"10 mg/5 ml";0.0;"S";"S";"N";"2011-02-02";"AMP";"1";"TRIAMCINOLONA ACETONIDA";"";"";"";0.0
"ACM522";"TRIAMCINOLONA";"AMP";"";"40 mg";0.0;"N";"N";"N";"2011-02-02";"AMP";"1";"TRIAMCINOLONA";"";"";"";0.0
"ACM523";"TRIMIPRAMINA";"TAB";"";"25 mg";0.0;"N";"N";"N";"2011-02-02";"TAB";"1";"TRIMIPRAMINA";"";"";"";0.0
"ACM524";"TROPICAMIDA";"FCO";"";"GTA 1% x 10 mL";0.0;"S";"S";"N";"2011-02-02";"FCO";"1";"TROPICAMIDA";"";"";"";0.0
"ACM525";"VALPROATO SODICO";"FCO";"";"SOL 200 mg/5 ml x 40 ml";0.0;"N";"N";"N";"2011-02-02";"FCO";"1";"VALPROATO SODICO";"";"";"";0.0
"ACM526";"VALPROATO SODICO";"TAB";"";"500 mg";0.0;"S";"S";"N";"2011-02-02";"TAB";"1";"VALPROATO SODICO";"";"";"";0.0
"ACM527";"VALPROATO SODICO";"TAB";"";"150 mg";0.0;"N";"N";"N";"2011-02-02";"TAB";"1";"VALPROATO SODICO";"";"";"";0.0
"ACM528";"VALPROATO SODICO";"TAB";"";"250 mg";0.0;"N";"N";"N";"2011-02-02";"TAB";"1";"VALPROATO SODICO";"";"";"";0.0
"ACM53";"AMOXICILINA (COMO SAL SODICA)";"AMP";"";"1 g/5 g";0.0;"N";"N";"N";"2011-02-02";"AMP";"1";"AMOXICILINA (COMO SAL SODICA)";"";"";"";0.0
"ACM531";"VINBLASTINA";"AMP";"";"10 mg/10 ml";0.0;"S";"S";"N";"2011-02-02";"AMP";"1";"VINBLASTINA";"";"";"";0.0
"ACM532";"VINCRISTINA";"AMP";"";"1 mg x 1";0.0;"N";"N";"N";"2011-02-02";"AMP";"1";"VINCRISTINA";"";"";"";0.0
"ACM533";"VIOLETA DE GENCIANA (CLORURO METILROSANILINA)";"FCO";"";"SOL 1% x 1000 mL";0.0;"N";"N";"N";"2011-02-02";"FCO";"1";"VIOLETA DE GENCIANA (CLORURO METILROSANILINA)";"";"";"";0.0
"ACM534";"VIOLETA DE GENCIANA";"FCO";"";"SOL 1% x 120 ml";0.0;"N";"N";"N";"2011-02-02";"FCO";"1";"VIOLETA DE GENCIANA";"";"";"";0.0
"ACM535";"ACIDO ASCORBICO";"AMP";"";"100 mg/5 ml";0.0;"N";"N";"N";"2011-02-02";"AMP";"1";"ACIDO ASCORBICO";"";"";"";0.0
"ACM536";"ALFA TOCOFEROL";"TAB";"";"400 UI";0.0;"N";"N";"N";"2011-02-02";"TAB";"1";"ALFA TOCOFEROL";"";"";"";0.0
"ACM537";"RETINOL";"POT";"";"CRE x 18 g";0.0;"N";"N";"N";"2011-02-02";"POT";"1";"RETINOL";"";"";"";0.0
"ACM538";"XANTOPTERINA";"POT";"";"";0.0;"N";"N";"N";"2011-02-02";"POT";"1";"XANTOPTERINA";"";"";"";0.0
"ACM539";"YODO/MENTOL/METILSALICILATO/TIMOL";"POT";"";"CRE";0.0;"N";"N";"N";"2011-02-02";"POT";"1";"YODO/MENTOL/METILSALICILATO/TIMOL";"";"";"";0.0
"ACM54";"AMOXICILINA";"FCO";"";"SUS 125 mg/5 mL 120 mL";0.0;"S";"S";"N";"2011-02-02";"FCO";"1";"AMOXICILINA";"";"";"";0.0
"ACM540";"CIPROFLOXACINO";"POT";"";"UNG 0.3% x 3.5 g";0.0;"N";"N";"N";"2011-02-02";"POT";"1";"CIPROFLOXACINO";"";"";"";0.0
"ACM541";"COCAINA CLORHIDRATO";"FCO";"";"25 mg";0.0;"N";"N";"N";"2011-02-02";"FCO";"1";"COCAINA CLORHIDRATO";"";"";"";0.0
"ACM542";"CODEINA FOSFATO";"TAB";"";"30 mg";0.0;"S";"S";"N";"2011-02-02";"TAB";"1";"CODEINA FOSFATO";"";"";"";0.0
"ACM545";"FENOTEROL";"FCO";"";"SOL NEB 0.5% x 15 mL";0.0;"S";"S";"N";"2011-02-02";"FCO";"1";"FENOTEROL";"";"";"";0.0
"ACM546";"DIMETOTIAZINA";"TAB";"";"24.909 mg (20 mg)";0.0;"N";"N";"N";"2011-02-02";"TAB";"1";"DIMETOTIAZINA";"";"";"";0.0
"ACM547";"MULTIVITAMINICO";"FCO";"";"GTA x 15 mL";0.0;"N";"N";"N";"2011-02-02";"FCO";"1";"MULTIVITAMINICO";"";"";"";0.0
"ACM548";"FLUCONAZOL";"AMP";"";"2 mg/ml x 100 ml";0.0;"S";"S";"N";"2011-02-02";"AMP";"1";"FLUCONAZOL";"";"";"";0.0
"ACM549";"ACETAMINOSALOL";"FCO";"";"";0.0;"N";"N";"N";"2011-02-02";"FCO";"1";"ACETAMINOSALOL";"";"";"";0.0
"ACM55";"OXOLAMINA";"FCO";"";"JBE 50 mg/5 mL x 100 mL";0.0;"N";"N";"N";"2011-02-02";"FCO";"1";"OXOLAMINA";"";"";"";0.0
"ACM550";"DEFLAZACORT";"TAB";"";"30 mg";0.0;"N";"N";"N";"2011-02-02";"TAB";"1";"DEFLAZACORT";"";"";"";0.0
"ACM551";"ENALAPRIL";"TAB";"";"5 mg";0.0;"N";"N";"N";"2011-02-02";"TAB";"1";"ENALAPRIL";"";"";"";0.0
"ACM553";"HEMODIALIZADO DESPROTEINIZADO";"POT";"";"CRE 20% x 20 g";0.0;"N";"N";"N";"2011-02-02";"POT";"1";"HEMODIALIZADO DESPROTEINIZADO";"";"";"";0.0
"ACM558";"ACIDO NALIDIXICO";"FCO";"";"SUS 250 mg/5 mL 120 mL";0.0;"S";"S";"N";"2011-02-02";"FCO";"1";"ACIDO NALIDIXICO";"";"";"";0.0
"ACM559";"ACETAZOLAMIDA";"FCO";"";"1 mg/100 ml";0.0;"N";"N";"N";"2011-02-02";"FCO";"1";"ACETAZOLAMIDA";"";"";"";0.0
"ACM56";"AMOXICILINA/ACIDO CLAVULANICO";"TAB";"";"875 mg/125 mg";0.0;"N";"N";"N";"2011-02-02";"TAB";"1";"AMOXICILINA/ACIDO CLAVULANICO";"";"";"";0.0
"ACM560";"ALBUMINA HUMANA";"AMP";"";"25.0% x 10 ml";0.0;"S";"S";"N";"2011-02-02";"AMP";"1";"ALBUMINA HUMANA";"";"";"";0.0
"ACM561";"SODIO BICARBONATO";"ENV";"";"PLV 50 g";0.0;"N";"N";"N";"2011-02-02";"ENV";"1";"SODIO BICARBONATO";"";"";"";0.0
"ACM562";"CARBAZOCROMO";"AMP";"";"7.5 mg/2 ml";0.0;"N";"N";"N";"2011-02-02";"AMP";"1";"CARBAZOCROMO";"";"";"";0.0
"ACM563";"CLORHEXIDINA";"FCO";"";"SOL 1.5 g/100 mL x 120 mL";0.0;"N";"N";"N";"2011-02-02";"FCO";"1";"CLORHEXIDINA";"";"";"";0.0
