idsolicitud,monto,fechareg
"000045847","2.00","2024-08-05"
"000045848","6.00","2024-08-05"
"000045849","2.00","2024-08-05"
"000045850","4.00","2024-08-05"
"000045851","2.00","2024-08-05"
"000045852","2.00","2024-08-05"
"000045853","2.00","2024-08-05"
"000045854","2.00","2024-08-05"
"000045855","6.00","2024-08-05"
"000045856","6.00","2024-08-05"
"000045857","2.00","2024-08-05"
"000045858","2.00","2024-08-05"
"000045859","2.00","2024-08-05"
"000045860","2.00","2024-08-05"
"000045861","2.00","2024-08-07"
"000045862","2.00","2024-08-07"
"000045863","2.00","2024-08-07"
"000045864","2.00","2024-08-07"
"000045865","2.00","2024-08-07"
"000045866","4.00","2024-08-07"
"000045867","2.00","2024-08-07"
"000045868","2.00","2024-08-07"
"000045869","2.00","2024-08-07"
"000045870","2.00","2024-08-07"
"000045871","2.00","2024-08-07"
"000045872","2.00","2024-08-07"
"000045873","2.00","2024-08-07"
"000045874","2.00","2024-08-07"
"000045875","2.00","2024-08-07"
"000045876","2.00","2024-08-07"
"000045877","2.00","2024-08-07"
"000045878","2.00","2024-08-07"
"000045879","2.00","2024-08-07"
"000045880","2.00","2024-08-07"
"000045881","2.00","2024-08-07"
"000045882","2.00","2024-08-07"
"000045883","2.00","2024-08-07"
"000045884","2.00","2024-08-07"
"000045885","2.00","2024-08-07"
"000045886","2.00","2024-08-07"
"000045887","2.00","2024-08-07"
"000045888","2.00","2024-08-07"
"000045889","2.00","2024-08-07"
"000045890","2.00","2024-08-07"
"000045891","2.00","2024-08-07"
"000045892","2.00","2024-08-07"
"000045893","2.00","2024-08-07"
"000045894","2.00","2024-08-07"
"000045895","2.00","2024-08-07"
"000045896","2.00","2024-08-07"
"000045897","2.00","2024-08-07"
"000045898","20.00","2024-08-07"
"000045899","2.00","2024-08-07"
"000045900","2.00","2024-08-07"
"000045901","2.00","2024-08-07"
"000045902","2.00","2024-08-07"
"000045903","2.00","2024-08-07"
"000045904","2.00","2024-08-07"
"000045905","2.00","2024-08-07"
"000045906","2.00","2024-08-07"
"000045907","2.00","2024-08-07"
"000045908","2.00","2024-08-07"
"000045909","2.00","2024-08-08"
"000045910","2.00","2024-08-08"
"000045911","2.00","2024-08-08"
"000045912","2.00","2024-08-08"
"000045913","2.00","2024-08-08"
"000045914","2.00","2024-08-08"
"000045915","2.00","2024-08-08"
"000045916","2.00","2024-08-08"
"000045917","2.00","2024-08-08"
"000045918","2.00","2024-08-08"
"000045919","2.00","2024-08-08"
"000045920","2.00","2024-08-08"
"000045921","2.00","2024-08-08"
"000045922","2.00","2024-08-08"
"000045923","2.00","2024-08-08"
"000045924","2.00","2024-08-08"
"000045925","2.00","2024-08-08"
"000045926","2.00","2024-08-08"
"000045927","2.00","2024-08-08"
"000045928","2.00","2024-08-08"
"000045929","2.00","2024-08-08"
"000045930","2.00","2024-08-08"
"000045931","2.00","2024-08-08"
"000045932","2.00","2024-08-08"
"000045933","2.00","2024-08-08"
"000045934","2.00","2024-08-08"
"000045935","2.00","2024-08-08"
"000045936","2.00","2024-08-08"
"000045937","4.00","2024-08-08"
"000045938","2.00","2024-08-08"
"000045939","2.00","2024-08-08"
"000045940","50.00","2024-08-08"
"000045941","2.00","2024-08-08"
"000045942","10.00","2024-08-08"
"000045943","2.00","2024-08-08"
"000045944","10.00","2024-08-08"
"000045945","4.00","2024-08-08"
"000045946","2.00","2024-08-09"
"000045947","2.00","2024-08-08"
"000045948","4.00","2024-08-09"
"000045949","4.00","2024-08-09"
"000045950","2.00","2024-08-09"
"000045951","10.00","2024-08-09"
"000045952","2.00","2024-08-09"
"000045953","2.00","2024-08-09"
"000045954","2.00","2024-08-09"
"000045955","2.00","2024-08-09"
"000045956","2.00","2024-08-09"
"000045957","2.00","2024-08-09"
"000045958","2.00","2024-08-09"
"000045959","2.00","2024-08-09"
"000045960","2.00","2024-08-09"
"000045961","2.00","2024-08-09"
"000045962","2.00","2024-08-09"
"000045963","2.00","2024-08-09"
"000045964","2.00","2024-08-09"
"000045965","2.00","2024-08-09"
"000045966","2.00","2024-08-09"
"000045967","2.00","2024-08-09"
"000045968","2.00","2024-08-09"
"000045969","2.00","2024-08-09"
"000045970","2.00","2024-08-09"
"000045971","2.00","2024-08-09"
"000045972","2.00","2024-08-09"
"000045973","2.00","2024-08-09"
"000045974","2.00","2024-08-09"
"000045975","2.00","2024-08-09"
"000045976","2.00","2024-08-09"
"000045977","2.00","2024-08-09"
"000045978","2.00","2024-08-09"
"000045979","2.00","2024-08-12"
"000045980","2.00","2024-08-09"
"000045981","6.00","2024-08-09"
"000045982","2.00","2024-08-09"
"000045983","2.00","2024-08-09"
"000045984","2.00","2024-08-09"
"000045985","2.00","2024-08-10"
"000045986","2.00","2024-08-09"
"000045987","2.00","2024-08-09"
"000045988","2.00","2024-08-09"
"000045989","2.00","2024-08-09"
"000045990","2.00","2024-08-10"
"000045991","2.00","2024-08-10"
"000045992","2.00","2024-08-10"
"000045993","2.00","2024-08-10"
"000045994","2.00","2024-08-10"
"000045995","4.00","2024-08-10"
"000045996","2.00","2024-08-10"
"000045997","2.00","2024-08-10"
"000045998","2.00","2024-08-10"
"000045999","2.00","2024-08-10"
"000046000","2.00","2024-08-10"
"000046001","4.00","2024-08-10"
"000046002","2.00","2024-08-10"
"000046003","2.00","2024-08-10"
"000046004","10.00","2024-08-10"
"000046005","2.00","2024-08-10"
"000046006","2.00","2024-08-10"
"000046007","2.00","2024-08-10"
"000046008","2.00","2024-08-10"
"000046009","2.00","2024-08-10"
"000046010","2.00","2024-08-10"
"000046011","2.00","2024-08-10"
"000046012","2.00","2024-08-10"
"000046013","2.00","2024-08-10"
"000046014","2.00","2024-08-10"
"000046015","2.00","2024-08-10"
"000046016","2.00","2024-08-10"
"000046017","2.00","2024-08-10"
"000046018","2.00","2024-08-10"
"000046019","2.00","2024-08-10"
"000046020","2.00","2024-08-10"
"000046021","2.00","2024-08-12"
"000046022","2.00","2024-08-12"
"000046023","2.00","2024-08-12"
"000046024","2.00","2024-08-12"
"000046025","2.00","2024-08-12"
"000046026","4.00","2024-08-12"
"000046027","16.00","2024-08-12"
"000046028","2.00","2024-08-12"
"000046029","2.00","2024-08-12"
"000046030","2.00","2024-08-12"
"000046031","2.00","2024-08-12"
"000046032","2.00","2024-08-12"
"000046033","2.00","2024-08-12"
"000046034","2.00","2024-08-12"
"000046035","2.00","2024-08-12"
"000046036","2.00","2024-08-12"
"000046037","2.00","2024-08-12"
"000046038","2.00","2024-08-12"
"000046039","4.00","2024-08-12"
"000046040","4.00","2024-08-12"
"000046041","2.00","2024-08-13"
"000046042","2.00","2024-08-12"
"000046043","2.00","2024-08-12"
"000046044","2.00","2024-08-12"
"000046045","6.00","2024-08-12"
"000046046","50.00","2024-08-12"
"000046047","2.00","2024-08-12"
"000046048","2.00","2024-08-12"
"000046049","2.00","2024-08-12"
"000046050","2.00","2024-08-12"
"000046051","2.00","2024-08-12"
"000046052","2.00","2024-08-12"
"000046053","6.00","2024-08-12"
"000046054","2.00","2024-08-13"
"000046055","2.00","2024-08-13"
"000046056","2.00","2024-08-13"
"000046057","2.00","2024-08-13"
"000046058","2.00","2024-08-13"
"000046059","2.00","2024-08-13"
"000046060","2.00","2024-08-13"
"000046061","2.00","2024-08-13"
"000046062","2.00","2024-08-13"
"000046063","2.00","2024-08-13"
"000046064","2.00","2024-08-13"
"000046065","2.00","2024-08-13"
"000046066","2.00","2024-08-13"
"000046067","2.00","2024-08-13"
"000046068","2.00","2024-08-13"
"000046069","2.00","2024-08-13"
"000046070","2.00","2024-08-13"
"000046071","2.00","2024-08-13"
"000046072","2.00","2024-08-13"
"000046073","2.00","2024-08-13"
"000046074","2.00","2024-08-13"
"000046075","2.00","2024-08-13"
"000046076","2.00","2024-08-13"
"000046077","2.00","2024-08-13"
"000046078","2.00","2024-08-13"
"000046079","2.00","2024-08-14"
"000046080","2.00","2024-08-14"
"000046081","2.00","2024-08-14"
"000046082","8.00","2024-08-14"
"000046083","10.00","2024-08-14"
"000046084","4.00","2024-08-14"
"000046085","2.00","2024-08-14"
"000046086","2.00","2024-08-14"
"000046087","2.00","2024-08-14"
"000046088","2.00","2024-08-14"
"000046089","2.00","2024-08-14"
"000046090","2.00","2024-08-14"
"000046091","4.00","2024-08-14"
"000046092","16.00","2024-08-14"
"000046093","2.00","2024-08-14"
"000046094","2.00","2024-08-14"
"000046095","2.00","2024-08-14"
"000046096","2.00","2024-08-14"
"000046097","2.00","2024-08-14"
"000046098","8.00","2024-08-14"
"000046099","6.00","2024-08-14"
"000046100","2.00","2024-08-14"
"000046101","2.00","2024-08-14"
"000046102","2.00","2024-08-14"
"000046103","2.00","2024-08-14"
"000046104","2.00","2024-08-14"
"000046105","2.00","2024-08-14"
"000046106","2.00","2024-08-14"
"000046107","2.00","2024-08-14"
"000046108","2.00","2024-08-15"
"000046109","2.00","2024-08-15"
"000046110","2.00","2024-08-15"
"000046111","2.00","2024-08-15"
"000046112","4.00","2024-08-15"
"000046113","2.00","2024-08-15"
"000046114","2.00","2024-08-15"
"000046115","2.00","2024-08-15"
"000046116","2.00","2024-08-15"
"000046117","2.00","2024-08-15"
"000046118","2.00","2024-08-15"
"000046119","2.00","2024-08-15"
"000046120","2.00","2024-08-15"
"000046121","2.00","2024-08-15"
"000046122","2.00","2024-08-23"
"000046123","2.00","2024-08-15"
"000046124","2.00","2024-08-15"
"000046125","2.00","2024-08-15"
"000046126","4.00","2024-08-15"
"000046127","2.00","2024-08-15"
"000046128","4.00","2024-08-15"
"000046129","2.00","2024-08-15"
"000046130","2.00","2024-08-15"
"000046131","2.00","2024-08-15"
"000046132","2.00","2024-08-15"
"000046133","2.00","2024-08-15"
"000046134","2.00","2024-08-15"
"000046135","2.00","2024-08-15"
"000046136","2.00","2024-08-15"
"000046137","2.00","2024-08-15"
"000046138","8.00","2024-08-15"
"000046139","2.00","2024-08-15"
"000046140","2.00","2024-08-15"
"000046141","2.00","2024-08-15"
"000046142","2.00","2024-08-15"
"000046143","2.00","2024-08-15"
"000046144","8.00","2024-08-15"
"000046145","2.00","2024-08-15"
"000046146","2.00","2024-08-15"
"000046147","2.00","2024-08-15"
"000046148","6.00","2024-08-15"
"000046149","2.00","2024-08-15"
"000046150","2.00","2024-08-15"
"000046151","2.00","2024-08-15"
"000046152","2.00","2024-08-15"
"000046153","2.00","2024-08-16"
"000046154","2.00","2024-08-16"
"000046155","2.00","2024-08-16"
"000046156","2.00","2024-08-16"
"000046157","2.00","2024-08-16"
"000046158","6.00","2024-08-16"
"000046159","2.00","2024-08-16"
"000046160","2.00","2024-08-16"
"000046161","2.00","2024-08-16"
"000046162","2.00","2024-08-16"
"000046163","2.00","2024-08-16"
"000046164","2.00","2024-08-16"
"000046165","2.00","2024-08-16"
"000046166","2.00","2024-08-16"
"000046167","2.00","2024-08-16"
"000046168","2.00","2024-08-16"
"000046169","2.00","2024-08-16"
"000046170","2.00","2024-08-16"
"000046171","20.00","2024-08-16"
"000046172","2.00","2024-08-16"
"000046173","6.00","2024-08-16"
"000046174","4.00","2024-08-16"
"000046175","2.00","2024-08-16"
"000046176","2.00","2024-08-16"
"000046177","2.00","2024-08-16"
"000046178","2.00","2024-08-16"
"000046179","2.00","2024-08-16"
"000046180","10.00","2024-08-16"
"000046181","2.00","2024-08-16"
"000046182","2.00","2024-08-16"
"000046183","6.00","2024-08-16"
"000046184","2.00","2024-08-16"
"000046185","6.00","2024-08-16"
"000046186","2.00","2024-08-16"
"000046187","2.00","2024-08-16"
"000046188","4.00","2024-08-16"
"000046189","2.00","2024-08-16"
"000046190","2.00","2024-08-16"
"000046191","2.00","2024-08-16"
"000046192","2.00","2024-08-17"
"000046193","2.00","2024-08-16"
"000046194","2.00","2024-08-17"
"000046195","2.00","2024-08-17"
"000046196","2.00","2024-08-16"
"000046197","2.00","2024-08-17"
"000046198","2.00","2024-08-17"
"000046199","2.00","2024-08-17"
"000046200","2.00","2024-08-17"
"000046201","2.00","2024-08-17"
"000046202","2.00","2024-08-17"
"000046203","2.00","2024-08-17"
"000046204","2.00","2024-08-17"
"000046205","2.00","2024-08-17"
"000046206","2.00","2024-08-17"
"000046207","2.00","2024-08-17"
"000046208","2.00","2024-08-17"
"000046209","2.00","2024-08-17"
"000046210","24.00","2024-08-17"
"000046211","2.00","2024-08-17"
"000046212","4.00","2024-08-17"
"000046213","2.00","2024-08-17"
"000046214","2.00","2024-08-17"
"000046215","4.00","2024-08-17"
"000046216","2.00","2024-08-17"
"000046217","2.00","2024-08-17"
"000046218","2.00","2024-08-17"
"000046219","2.00","2024-08-17"
"000046220","4.00","2024-08-17"
"000046221","2.00","2024-08-17"
"000046222","2.00","2024-08-17"
"000046223","2.00","2024-08-17"
"000046224","2.00","2024-08-17"
"000046225","2.00","2024-08-17"
"000046226","2.00","2024-08-17"
"000046227","2.00","2024-08-17"
"000046228","2.00","2024-08-17"
"000046229","10.00","2024-08-17"
"000046230","2.00","2024-08-19"
"000046231","2.00","2024-08-19"
"000046232","2.00","2024-08-19"
"000046233","2.00","2024-08-19"
"000046234","2.00","2024-08-19"
"000046235","2.00","2024-08-19"
"000046236","2.00","2024-08-19"
"000046237","2.00","2024-08-19"
"000046238","2.00","2024-08-19"
"000046239","2.00","2024-08-19"
"000046240","2.00","2024-08-19"
"000046241","2.00","2024-08-19"
"000046242","2.00","2024-08-19"
"000046243","2.00","2024-08-19"
"000046244","2.00","2024-08-19"
"000046245","2.00","2024-08-19"
"000046246","2.00","2024-08-19"
"000046247","2.00","2024-08-19"
"000046248","4.00","2024-08-19"
"000046249","2.00","2024-08-19"
"000046250","2.00","2024-08-19"
"000046251","30.00","2024-08-19"
"000046252","2.00","2024-08-19"
"000046253","2.00","2024-08-19"
"000046254","2.00","2024-08-19"
"000046255","2.00","2024-08-19"
"000046256","2.00","2024-08-19"
"000046257","2.00","2024-08-19"
"000046258","2.00","2024-08-19"
"000046259","2.00","2024-08-19"
"000046260","2.00","2024-08-20"
"000046261","2.00","2024-08-20"
"000046262","2.00","2024-08-20"
"000046263","2.00","2024-08-20"
"000046264","2.00","2024-08-20"
"000046265","2.00","2024-08-20"
"000046266","2.00","2024-08-20"
"000046267","2.00","2024-08-20"
"000046268","2.00","2024-08-20"
"000046269","2.00","2024-08-20"
"000046270","2.00","2024-08-20"
"000046271","2.00","2024-08-20"
"000046272","2.00","2024-08-20"
"000046273","2.00","2024-08-20"
"000046274","2.00","2024-08-20"
"000046275","2.00","2024-08-20"
"000046276","2.00","2024-08-20"
"000046277","2.00","2024-08-20"
"000046278","2.00","2024-08-20"
"000046279","10.00","2024-08-20"
"000046280","2.00","2024-08-20"
"000046281","2.00","2024-08-20"
"000046282","2.00","2024-08-20"
"000046283","2.00","2024-08-20"
"000046284","2.00","2024-08-20"
"000046285","2.00","2024-08-20"
"000046286","2.00","2024-08-20"
"000046287","2.00","2024-08-20"
"000046288","80.00","2024-08-20"
"000046289","2.00","2024-08-21"
"000046290","2.00","2024-08-21"
"000046291","2.00","2024-08-21"
"000046292","2.00","2024-08-21"
"000046293","2.00","2024-08-21"
"000046294","2.00","2024-08-21"
"000046295","16.00","2024-08-21"
"000046296","2.00","2024-08-21"
"000046297","2.00","2024-08-21"
"000046298","2.00","2024-08-21"
"000046299","2.00","2024-08-21"
"000046300","16.00","2024-08-21"
"000046301","4.00","2024-08-21"
"000046302","4.00","2024-08-21"
"000046303","4.00","2024-08-21"
"000046304","2.00","2024-08-21"
"000046305","2.00","2024-08-21"
"000046306","2.00","2024-08-21"
"000046307","2.00","2024-08-21"
"000046308","2.00","2024-08-21"
"000046309","2.00","2024-08-21"
"000046310","2.00","2024-08-21"
"000046311","22.00","2024-08-21"
"000046312","2.00","2024-08-21"
"000046313","2.00","2024-08-21"
"000046314","2.00","2024-08-21"
"000046315","4.00","2024-08-21"
"000046316","2.00","2024-08-21"
"000046317","2.00","2024-08-21"
"000046318","2.00","2024-08-21"
"000046319","2.00","2024-08-22"
"000046320","2.00","2024-08-22"
"000046321","2.00","2024-08-22"
"000046322","4.00","2024-08-22"
"000046323","2.00","2024-08-22"
"000046324","2.00","2024-08-22"
"000046325","2.00","2024-08-22"
"000046326","2.00","2024-08-22"
"000046327","2.00","2024-08-22"
"000046328","2.00","2024-08-22"
"000046329","2.00","2024-08-22"
"000046330","2.00","2024-08-22"
"000046331","2.00","2024-08-22"
"000046332","2.00","2024-08-22"
"000046333","2.00","2024-08-22"
"000046334","2.00","2024-08-22"
"000046335","2.00","2024-08-22"
"000046336","2.00","2024-08-22"
"000046337","8.00","2024-08-22"
"000046338","2.00","2024-08-22"
"000046339","2.00","2024-08-22"
"000046340","2.00","2024-08-22"
"000046341","2.00","2024-08-22"
"000046342","4.00","2024-08-22"
"000046343","2.00","2024-08-22"
"000046344","2.00","2024-08-22"
"000046345","2.00","2024-08-22"
"000046346","2.00","2024-08-26"
"000046347","8.00","2024-08-22"
"000046348","2.00","2024-08-22"
"000046349","6.00","2024-08-22"
"000046350","2.00","2024-08-23"
"000046351","2.00","2024-08-22"
"000046352","2.00","2024-08-22"
"000046353","2.00","2024-08-22"
"000046354","2.00","2024-08-23"
"000046355","4.00","2024-08-23"
"000046356","2.00","2024-08-23"
"000046357","2.00","2024-08-23"
"000046358","4.00","2024-08-23"
"000046359","2.00","2024-08-23"
"000046360","2.00","2024-08-23"
"000046361","2.00","2024-08-23"
"000046362","2.00","2024-08-23"
"000046363","2.00","2024-08-23"
"000046364","2.00","2024-08-23"
"000046365","2.00","2024-08-23"
"000046366","2.00","2024-08-23"
"000046367","2.00","2024-08-23"
"000046368","2.00","2024-08-23"
"000046369","2.00","2024-08-23"
"000046370","2.00","2024-08-23"
"000046371","2.00","2024-08-23"
"000046372","2.00","2024-08-23"
"000046373","2.00","2024-08-23"
"000046374","2.00","2024-08-23"
"000046375","2.00","2024-08-23"
"000046376","2.00","2024-08-24"
"000046377","2.00","2024-08-23"
"000046378","2.00","2024-08-23"
"000046379","2.00","2024-08-23"
"000046380","4.00","2024-08-23"
"000046381","4.00","2024-08-23"
"000046382","2.00","2024-08-23"
"000046383","2.00","2024-08-24"
"000046384","2.00","2024-08-24"
"000046385","2.00","2024-08-24"
"000046386","2.00","2024-08-24"
"000046387","2.00","2024-08-24"
"000046388","4.00","2024-08-24"
"000046389","4.00","2024-08-24"
"000046390","2.00","2024-08-24"
"000046391","2.00","2024-08-24"
"000046392","2.00","2024-08-24"
"000046393","6.00","2024-08-24"
"000046394","2.00","2024-08-24"
"000046395","4.00","2024-08-24"
"000046396","2.00","2024-08-24"
"000046397","4.00","2024-08-24"
"000046398","2.00","2024-08-24"
"000046399","2.00","2024-08-24"
"000046400","2.00","2024-08-24"
"000046401","2.00","2024-08-24"
"000046402","2.00","2024-08-24"
"000046403","2.00","2024-08-24"
"000046404","2.00","2024-08-24"
"000046405","2.00","2024-08-24"
"000046406","2.00","2024-08-24"
"000046407","2.00","2024-08-24"
"000046408","16.00","2024-08-24"
"000046409","2.00","2024-08-26"
"000046410","2.00","2024-08-26"
"000046411","2.00","2024-08-26"
"000046412","2.00","2024-08-26"
"000046413","2.00","2024-08-26"
"000046414","2.00","2024-08-26"
"000046415","2.00","2024-08-26"
"000046416","2.00","2024-08-26"
"000046417","2.00","2024-08-26"
"000046418","2.00","2024-08-26"
"000046419","2.00","2024-08-26"
"000046420","10.00","2024-08-26"
"000046421","2.00","2024-09-07"
"000046422","2.00","2024-08-26"
"000046423","2.00","2024-08-26"
"000046424","2.00","2024-08-26"
"000046425","2.00","2024-08-26"
"000046426","2.00","2024-08-26"
"000046427","2.00","2024-08-26"
"000046428","2.00","2024-08-26"
"000046429","2.00","2024-08-26"
"000046430","2.00","2024-08-26"
"000046431","6.00","2024-08-26"
"000046432","2.00","2024-08-26"
"000046433","2.00","2024-08-26"
"000046434","2.00","2024-08-26"
"000046435","2.00","2024-08-26"
"000046436","4.00","2024-08-26"
"000046437","2.00","2024-08-26"
"000046438","2.00","2024-08-26"
"000046439","2.00","2024-08-26"
"000046440","2.00","2024-08-26"
"000046441","2.00","2024-08-26"
"000046442","8.00","2024-08-26"
"000046443","2.00","2024-08-26"
"000046444","30.00","2024-08-26"
"000046445","50.00","2024-08-26"
"000046446","2.00","2024-08-26"
"000046447","2.00","2024-08-26"
"000046448","2.00","2024-08-26"
"000046449","2.00","2024-08-26"
"000046450","2.00","2024-08-26"
"000046451","2.00","2024-08-26"
"000046452","2.00","2024-08-26"
"000046453","2.00","2024-08-26"
"000046454","2.00","2024-08-26"
"000046455","2.00","2024-08-26"
"000046456","2.00","2024-08-26"
"000046457","2.00","2024-08-26"
"000046458","2.00","2024-08-26"
"000046459","2.00","2024-08-28"
"000046460","2.00","2024-08-26"
"000046461","2.00","2024-08-27"
"000046462","2.00","2024-08-27"
"000046463","2.00","2024-08-27"
"000046464","4.00","2024-08-27"
"000046465","2.00","2024-08-27"
"000046466","2.00","2024-08-27"
"000046467","2.00","2024-08-27"
"000046468","2.00","2024-08-27"
"000046469","2.00","2024-08-27"
"000046470","2.00","2024-08-27"
"000046471","2.00","2024-08-27"
"000046472","16.00","2024-08-27"
"000046473","2.00","2024-08-27"
"000046474","2.00","2024-08-27"
"000046475","2.00","2024-08-27"
"000046476","14.00","2024-08-27"
"000046477","2.00","2024-08-27"
"000046478","2.00","2024-08-27"
"000046479","2.00","2024-08-27"
"000046480","2.00","2024-08-27"
"000046481","10.00","2024-08-27"
"000046482","10.00","2024-08-27"
"000046483","40.00","2024-08-27"
"000046484","20.00","2024-08-27"
"000046485","2.00","2024-08-27"
"000046486","2.00","2024-08-27"
"000046487","2.00","2024-08-27"
"000046488","2.00","2024-08-27"
"000046489","10.00","2024-08-27"
"000046490","2.00","2024-08-28"
"000046491","2.00","2024-08-28"
"000046492","2.00","2024-08-28"
"000046493","2.00","2024-08-28"
"000046494","2.00","2024-08-28"
"000046495","2.00","2024-08-28"
"000046496","2.00","2024-08-28"
"000046497","2.00","2024-08-28"
"000046498","2.00","2024-08-28"
"000046499","2.00","2024-08-28"
"000046500","2.00","2024-08-28"
"000046501","2.00","2024-08-28"
"000046502","10.00","2024-08-28"
"000046503","24.00","2024-08-28"
"000046504","2.00","2024-08-28"
"000046505","2.00","2024-08-28"
"000046506","2.00","2024-08-28"
"000046507","6.00","2024-08-28"
"000046508","2.00","2024-08-28"
"000046509","2.00","2024-08-28"
"000046510","2.00","2024-08-28"
"000046511","6.00","2024-08-28"
"000046512","2.00","2024-08-28"
"000046513","2.00","2024-08-28"
"000046514","2.00","2024-08-28"
"000046515","6.00","2024-08-28"
"000046516","2.00","2024-08-28"
"000046517","2.00","2024-08-28"
"000046518","2.00","2024-08-28"
"000046519","2.00","2024-08-28"
"000046520","2.00","2024-08-28"
"000046521","2.00","2024-08-28"
"000046522","2.00","2024-08-28"
"000046523","2.00","2024-08-28"
"000046524","2.00","2024-08-28"
"000046525","2.00","2024-08-28"
"000046526","2.00","2024-08-28"
"000046527","2.00","2024-08-28"
"000046528","2.00","2024-08-28"
"000046529","2.00","2024-08-28"
"000046530","2.00","2024-08-28"
"000046531","2.00","2024-08-28"
"000046532","2.00","2024-08-28"
"000046533","4.00","2024-08-28"
"000046534","2.00","2024-08-28"
"000046535","2.00","2024-08-28"
"000046536","2.00","2024-08-28"
"000046537","2.00","2024-08-28"
"000046538","2.00","2024-08-28"
"000046539","2.00","2024-08-28"
"000046540","2.00","2024-08-29"
"000046541","2.00","2024-08-28"
"000046542","2.00","2024-08-28"
"000046543","2.00","2024-08-28"
"000046544","2.00","2024-08-28"
"000046545","2.00","2024-08-28"
"000046546","2.00","2024-08-28"
"000046547","2.00","2024-08-28"
"000046548","2.00","2024-08-28"
"000046549","2.00","2024-08-28"
"000046550","2.00","2024-08-28"
"000046551","2.00","2024-08-28"
"000046552","6.00","2024-08-28"
"000046553","2.00","2024-08-28"
"000046554","2.00","2024-08-29"
"000046555","2.00","2024-08-28"
"000046556","2.00","2024-08-28"
"000046557","2.00","2024-08-28"
"000046558","12.00","2024-08-28"
"000046559","2.00","2024-08-28"
"000046560","2.00","2024-08-28"
"000046561","2.00","2024-08-28"
"000046562","2.00","2024-08-28"
"000046563","2.00","2024-08-28"
"000046564","2.00","2024-08-29"
"000046565","2.00","2024-08-29"
"000046566","2.00","2024-08-29"
"000046567","2.00","2024-08-29"
"000046568","2.00","2024-08-29"
"000046569","14.00","2024-08-29"
"000046570","2.00","2024-08-29"
"000046571","2.00","2024-08-29"
"000046572","2.00","2024-08-29"
"000046573","2.00","2024-08-29"
"000046574","2.00","2024-08-29"
"000046575","4.00","2024-08-29"
"000046576","2.00","2024-08-29"
"000046577","6.00","2024-08-29"
"000046578","6.00","2024-08-29"
"000046579","2.00","2024-08-29"
"000046580","2.00","2024-08-29"
"000046581","2.00","2024-08-29"
"000046582","2.00","2024-08-29"
"000046583","2.00","2024-08-29"
"000046584","2.00","2024-08-29"
"000046585","2.00","2024-08-29"
"000046586","2.00","2024-08-29"
"000046587","2.00","2024-08-29"
"000046588","2.00","2024-08-29"
"000046589","2.00","2024-08-29"
"000046590","2.00","2024-08-29"
"000046591","2.00","2024-08-29"
"000046592","2.00","2024-08-29"
"000046593","2.00","2024-08-29"
"000046594","20.00","2024-08-29"
"000046595","2.00","2024-08-29"
"000046596","20.00","2024-08-29"
"000046597","2.00","2024-08-29"
"000046598","2.00","2024-08-29"
"000046599","2.00","2024-08-29"
"000046600","2.00","2024-08-29"
"000046601","2.00","2024-08-29"
"000046602","2.00","2024-08-29"
"000046603","2.00","2024-08-29"
"000046604","2.00","2024-08-29"
"000046605","12.00","2024-08-29"
"000046606","2.00","2024-08-29"
"000046607","2.00","2024-08-29"
"000046608","2.00","2024-08-29"
"000046609","2.00","2024-08-29"
"000046610","2.00","2024-08-29"
"000046611","2.00","2024-08-29"
"000046612","2.00","2024-08-29"
"000046613","6.00","2024-08-29"
"000046614","2.00","2024-08-29"
"000046615","2.00","2024-08-29"
"000046616","2.00","2024-08-29"
"000046617","2.00","2024-08-29"
"000046618","2.00","2024-08-29"
"000046619","4.00","2024-08-31"
"000046620","2.00","2024-08-29"
"000046621","2.00","2024-08-29"
"000046622","2.00","2024-08-29"
"000046623","2.00","2024-08-29"
"000046624","2.00","2024-08-29"
"000046625","2.00","2024-08-29"
"000046626","2.00","2024-08-29"
"000046627","20.00","2024-08-29"
"000046628","2.00","2024-08-31"
"000046629","2.00","2024-08-31"
"000046630","2.00","2024-08-31"
"000046631","12.00","2024-08-31"
"000046632","2.00","2024-08-31"
"000046633","2.00","2024-08-31"
"000046634","2.00","2024-08-31"
"000046635","2.00","2024-08-31"
"000046636","2.00","2024-08-31"
"000046637","2.00","2024-08-31"
"000046638","2.00","2024-08-31"
"000046639","2.00","2024-08-31"
"000046640","2.00","2024-08-31"
"000046641","6.00","2024-08-31"
"000046642","8.00","2024-08-31"
"000046643","6.00","2024-08-31"
"000046644","2.00","2024-08-31"
"000046645","2.00","2024-08-31"
"000046646","2.00","2024-08-31"
"000046647","4.00","2024-08-31"
"000046648","2.00","2024-08-31"
"000046649","2.00","2024-08-31"
"000046650","2.00","2024-08-31"
"000046651","4.00","2024-08-31"
"000046652","2.00","2024-08-31"
"000046653","2.00","2024-08-31"
"000046654","2.00","2024-08-31"
"000046655","2.00","2024-08-31"
"000046656","2.00","2024-08-31"
"000046657","4.00","2024-08-31"
"000046658","2.00","2024-08-31"
"000046659","2.00","2024-08-31"
"000046660","2.00","2024-08-31"
"000046661","2.00","2024-08-31"
"000046662","2.00","2024-08-31"
"000046663","2.00","2024-08-31"
"000046664","2.00","2024-08-31"
"000046665","2.00","2024-08-31"
"000046666","2.00","2024-08-31"
"000046667","2.00","2024-08-31"
"000046668","2.00","2024-08-31"
