"PRCD_ID_PROCEDIMIENTO";"PRCD_V_CODPRO_MINSA";"PRCD_V_CODPROCEDIMIENTO";"PRCD_V_DESPROCEDIMIENTO";"PRCD_I_ESTADO";"PRCD_D_FECBAJA";"PRCD_V_CODSEG";"PRCD_V_CODGRU";"PRCD_V_CODSUB";"PRCD_V_DOCUMENTO";"PRCD_I_IDUSUARIOCREA";"PRCD_D_FECCREA";"PRCD_V_DOCUMENTOCREA";"PRCD_I_IDUSUARIOACT";"PRCD_D_FECACT";"PRCD_V_DOCUMENTOACT";"PRCD_B_FLAGREGISTROELIMINADO";"PRCD_C_CONDICION";"PRCD_V_TIPORESULTADO";"PRCD_V_CODPROCEDIMEQUIVALEN"
14533;"66832";"66832";"Extracción extracapsular (EECC) sin implante de Lente Intra Ocular (LIO)";"0";"";"";"";"";"RM N° 902-2017/MINSA";1;"2018-03-08";"INF. CONJ. N° 001-2018-SIS/GREP-GNF/SGO-SGF/FTS-NLP-ARC";0;"";"";0;"N";"";""
14534;"66834";"66834";"Extracción intracapsular sin implante de Lente Intra Ocular (LIO)";"0";"";"";"";"";"RM N° 902-2017/MINSA";1;"2018-03-08";"INF. CONJ. N° 001-2018-SIS/GREP-GNF/SGO-SGF/FTS-NLP-ARC";0;"";"";0;"N";"";""
14535;"66835";"66835";"Extracción intracapsular con implante de Lente Intra Ocular (LIO)";"0";"";"";"";"";"RM N° 902-2017/MINSA";1;"2018-03-08";"INF. CONJ. N° 001-2018-SIS/GREP-GNF/SGO-SGF/FTS-NLP-ARC";0;"";"";0;"N";"";""
14536;"6685001";"6685001";"Facoemulsión + vitrectomía anterior + LIO en niños";"0";"";"";"";"";"RM N° 902-2017/MINSA";1;"2018-03-08";"INF. CONJ. N° 001-2018-SIS/GREP-GNF/SGO-SGF/FTS-NLP-ARC";0;"";"";0;"N";"";""
14537;"6685002";"6685002";"Facoemulsión + vitrectomía anterior";"0";"";"";"";"";"RM N° 902-2017/MINSA";1;"2018-03-08";"INF. CONJ. N° 001-2018-SIS/GREP-GNF/SGO-SGF/FTS-NLP-ARC";0;"";"";0;"N";"";""
14538;"6685003";"6685003";"Facoemulsión + trabeculectomía";"0";"";"";"";"";"RM N° 902-2017/MINSA";1;"2018-03-08";"INF. CONJ. N° 001-2018-SIS/GREP-GNF/SGO-SGF/FTS-NLP-ARC";0;"";"";0;"N";"";""
14539;"6685004";"6685004";"Facoemulsión + trabeculectomía + vitrectomía";"0";"";"";"";"";"RM N° 902-2017/MINSA";1;"2018-03-08";"INF. CONJ. N° 001-2018-SIS/GREP-GNF/SGO-SGF/FTS-NLP-ARC";0;"";"";0;"N";"";""
14540;"6685005";"6685005";"Facoemulsión + queratoplastía";"0";"";"";"";"";"RM N° 902-2017/MINSA";1;"2018-03-08";"INF. CONJ. N° 001-2018-SIS/GREP-GNF/SGO-SGF/FTS-NLP-ARC";0;"";"";0;"N";"";""
14541;"6685006";"6685006";"Facoemulsión + LIO + iridoplastía /iridotomía";"0";"";"";"";"";"RM N° 902-2017/MINSA";1;"2018-03-08";"INF. CONJ. N° 001-2018-SIS/GREP-GNF/SGO-SGF/FTS-NLP-ARC";0;"";"";0;"N";"";""
14542;"66851";"66851";"Rotacion de Lente Intra Ocular (LIO)";"0";"";"";"";"";"RM N° 902-2017/MINSA";1;"2018-03-08";"INF. CONJ. N° 001-2018-SIS/GREP-GNF/SGO-SGF/FTS-NLP-ARC";0;"";"";0;"N";"";""
14543;"6698201";"6698201";"Cuidados posteriores a la cirugía (Catarata)";"0";"";"";"";"";"RM N° 902-2017/MINSA";1;"2018-03-08";"INF. CONJ. N° 001-2018-SIS/GREP-GNF/SGO-SGF/FTS-NLP-ARC";0;"";"";0;"N";"";""
14544;"66987";"66987";"EECC + vitrectomia";"0";"";"";"";"";"RM N° 902-2017/MINSA";1;"2018-03-08";"INF. CONJ. N° 001-2018-SIS/GREP-GNF/SGO-SGF/FTS-NLP-ARC";0;"";"";0;"N";"";""
14545;"66988";"66988";"EECC + trabeculectomía";"0";"";"";"";"";"RM N° 902-2017/MINSA";1;"2018-03-08";"INF. CONJ. N° 001-2018-SIS/GREP-GNF/SGO-SGF/FTS-NLP-ARC";0;"";"";0;"N";"";""
14546;"66989";"66989";"EECC + vitrectomia + trabeculectomía";"0";"";"";"";"";"RM N° 902-2017/MINSA";1;"2018-03-08";"INF. CONJ. N° 001-2018-SIS/GREP-GNF/SGO-SGF/FTS-NLP-ARC";0;"";"";0;"N";"";""
14547;"66992";"66992";"Vitrectomia + trabeculectomía + iridectomía periférica";"0";"";"";"";"";"RM N° 902-2017/MINSA";1;"2018-03-08";"INF. CONJ. N° 001-2018-SIS/GREP-GNF/SGO-SGF/FTS-NLP-ARC";0;"";"";0;"N";"";""
14548;"66993";"66993";"MININUC con implante de Lente Intra Ocular (LIO)";"0";"";"";"";"";"RM N° 902-2017/MINSA";1;"2018-03-08";"INF. CONJ. N° 001-2018-SIS/GREP-GNF/SGO-SGF/FTS-NLP-ARC";0;"";"";0;"N";"";""
14549;"66994";"66994";"Facoemulsificacion + trabeculectomía";"0";"";"";"";"";"RM N° 902-2017/MINSA";1;"2018-03-08";"INF. CONJ. N° 001-2018-SIS/GREP-GNF/SGO-SGF/FTS-NLP-ARC";0;"";"";0;"N";"";""
14550;"66995";"66995";"MININUC + trabeculectomía";"0";"";"";"";"";"RM N° 902-2017/MINSA";1;"2018-03-08";"INF. CONJ. N° 001-2018-SIS/GREP-GNF/SGO-SGF/FTS-NLP-ARC";0;"";"";0;"N";"";""
14551;"66996";"66996";"Trabeculectomía + recubrimiento conjuntival";"0";"";"";"";"";"RM N° 902-2017/MINSA";1;"2018-03-08";"INF. CONJ. N° 001-2018-SIS/GREP-GNF/SGO-SGF/FTS-NLP-ARC";0;"";"";0;"N";"";""
14552;"66997";"66997";"Punción y aspiración de humor acuoso (paracentesis)";"0";"";"";"";"";"RM N° 902-2017/MINSA";1;"2018-03-08";"INF. CONJ. N° 001-2018-SIS/GREP-GNF/SGO-SGF/FTS-NLP-ARC";0;"";"";0;"N";"";""
14553;"66998";"66998";"Fijación escleral de lente intraocular con sutura";"0";"";"";"";"";"RM N° 902-2017/MINSA";1;"2018-03-08";"INF. CONJ. N° 001-2018-SIS/GREP-GNF/SGO-SGF/FTS-NLP-ARC";0;"";"";0;"N";"";""
14554;"67000";"67000";"Facoemulsificacion + Lente Intra Ocular (LIO)";"0";"";"";"";"";"RM N° 902-2017/MINSA";1;"2018-03-08";"INF. CONJ. N° 001-2018-SIS/GREP-GNF/SGO-SGF/FTS-NLP-ARC";0;"";"";0;"N";"";""
14555;"6700001";"6700001";"Facoemulsificacion + Lente Intra Ocular (LIO) en niños";"0";"";"";"";"";"RM N° 902-2017/MINSA";1;"2018-03-08";"INF. CONJ. N° 001-2018-SIS/GREP-GNF/SGO-SGF/FTS-NLP-ARC";0;"";"";0;"N";"";""
14556;"6700002";"6700002";"Facoemulsificacion + Implante de valvula derivación humor acuoso";"0";"";"";"";"";"RM N° 902-2017/MINSA";1;"2018-03-08";"INF. CONJ. N° 001-2018-SIS/GREP-GNF/SGO-SGF/FTS-NLP-ARC";0;"";"";0;"N";"";""
14557;"6700003";"6700003";"Facoemulsificacion + Implante de valvula derivación humor acuoso en niños";"0";"";"";"";"";"RM N° 902-2017/MINSA";1;"2018-03-08";"INF. CONJ. N° 001-2018-SIS/GREP-GNF/SGO-SGF/FTS-NLP-ARC";0;"";"";0;"N";"";""
14558;"6700004";"6700004";"Facoemulsificacion + Lente Intra Ocular (LIO) + Vitrectomía + Fijación anillo (trans escleral)";"0";"";"";"";"";"RM N° 902-2017/MINSA";1;"2018-03-08";"INF. CONJ. N° 001-2018-SIS/GREP-GNF/SGO-SGF/FTS-NLP-ARC";0;"";"";0;"N";"";""
14559;"6700005";"6700005";"Facoemulsificacion + trabeculectomía en niños";"0";"";"";"";"";"RM N° 902-2017/MINSA";1;"2018-03-08";"INF. CONJ. N° 001-2018-SIS/GREP-GNF/SGO-SGF/FTS-NLP-ARC";0;"";"";0;"N";"";""
14560;"67037";"67037";"Vitrectomia + retiro de LIO";"0";"";"";"";"";"RM N° 902-2017/MINSA";1;"2018-03-08";"INF. CONJ. N° 001-2018-SIS/GREP-GNF/SGO-SGF/FTS-NLP-ARC";0;"";"";0;"N";"";""
14561;"6703801";"6703801";"Vitrectomía mecánica, vía pars plana con pelamiento y membrana limitante interna";"0";"";"";"";"";"RM N° 902-2017/MINSA";1;"2018-03-08";"INF. CONJ. N° 001-2018-SIS/GREP-GNF/SGO-SGF/FTS-NLP-ARC";0;"";"";0;"N";"";""
14562;"67083";"67083";"Desprendimiento de retina con vitrectomía. Corrección de desprendimiento de retina con vitrectomia pars plana, sutura explante de silicona, crioterapia o endolaser, e inyección de aceite de silicona, ";"0";"";"";"";"";"RM N° 902-2017/MINSA";1;"2018-03-08";"INF. CONJ. N° 001-2018-SIS/GREP-GNF/SGO-SGF/FTS-NLP-ARC";0;"";"";0;"N";"";""
14563;"67084";"67084";"Corrección(reparación) de desprenimiento de retina, mediante inyección de aire u otro gas y criopexia o laser transpupilar (retinopexia neumatica)";"0";"";"";"";"";"RM N° 902-2017/MINSA";1;"2018-03-08";"INF. CONJ. N° 001-2018-SIS/GREP-GNF/SGO-SGF/FTS-NLP-ARC";0;"";"";0;"N";"";""
14564;"67291";"67291";"Neurotomía óptica radial";"0";"";"";"";"";"RM N° 902-2017/MINSA";1;"2018-03-08";"INF. CONJ. N° 001-2018-SIS/GREP-GNF/SGO-SGF/FTS-NLP-ARC";0;"";"";0;"N";"";""
14565;"67292";"67292";"Pelamiento de membrana limitante interna";"0";"";"";"";"";"RM N° 902-2017/MINSA";1;"2018-03-08";"INF. CONJ. N° 001-2018-SIS/GREP-GNF/SGO-SGF/FTS-NLP-ARC";0;"";"";0;"N";"";""
14566;"67293";"67293";"Remoción de parásitos o quistes intraoculares";"0";"";"";"";"";"RM N° 902-2017/MINSA";1;"2018-03-08";"INF. CONJ. N° 001-2018-SIS/GREP-GNF/SGO-SGF/FTS-NLP-ARC";0;"";"";0;"N";"";""
14567;"67905";"67905";"Corrección de blefaroptosis congénita, método del músculo frontal con sutura u otro material";"0";"";"";"";"";"RM N° 902-2017/MINSA";1;"2018-03-08";"INF. CONJ. N° 001-2018-SIS/GREP-GNF/SGO-SGF/FTS-NLP-ARC";0;"";"";0;"N";"";""
14568;"6791701";"6791701";"Corrección de ectropión, con injerto de piel";"0";"";"";"";"";"RM N° 902-2017/MINSA";1;"2018-03-08";"INF. CONJ. N° 001-2018-SIS/GREP-GNF/SGO-SGF/FTS-NLP-ARC";0;"";"";0;"N";"";""
14569;"6791702";"6791702";"Corrección de ectropión, con tira tarsal";"0";"";"";"";"";"RM N° 902-2017/MINSA";1;"2018-03-08";"INF. CONJ. N° 001-2018-SIS/GREP-GNF/SGO-SGF/FTS-NLP-ARC";0;"";"";0;"N";"";""
14570;"6792401";"6792401";"Corrección de entropion: cirugía de retractores de párpado";"0";"";"";"";"";"RM N° 902-2017/MINSA";1;"2018-03-08";"INF. CONJ. N° 001-2018-SIS/GREP-GNF/SGO-SGF/FTS-NLP-ARC";0;"";"";0;"N";"";""
14571;"6792402";"6792402";"Corrección de entropion: cicatrizal con evesión marginal";"0";"";"";"";"";"RM N° 902-2017/MINSA";1;"2018-03-08";"INF. CONJ. N° 001-2018-SIS/GREP-GNF/SGO-SGF/FTS-NLP-ARC";0;"";"";0;"N";"";""
14572;"6792403";"6792403";"Corrección de entropion: usando tejidos (cartílago, mucosas)";"0";"";"";"";"";"RM N° 902-2017/MINSA";1;"2018-03-08";"INF. CONJ. N° 001-2018-SIS/GREP-GNF/SGO-SGF/FTS-NLP-ARC";0;"";"";0;"N";"";""
14573;"67925";"67925";"Plegamiento o reseccion de la aponeurosis del elevador";"0";"";"";"";"";"RM N° 902-2017/MINSA";1;"2018-03-08";"INF. CONJ. N° 001-2018-SIS/GREP-GNF/SGO-SGF/FTS-NLP-ARC";0;"";"";0;"N";"";""
14574;"67931";"67931";"Extracción de pestaña para búsqueda de ectoparásitos, ácaros, evaluación de foliculo piloso y cantidad de adherencias seborreicas";"0";"";"";"";"";"RM N° 902-2017/MINSA";1;"2018-03-08";"INF. CONJ. N° 001-2018-SIS/GREP-GNF/SGO-SGF/FTS-NLP-ARC";0;"";"";0;"N";"";""
14575;"68361";"68361";"Suturolísis. Extracción de puntos";"0";"";"";"";"";"RM N° 902-2017/MINSA";1;"2018-03-08";"INF. CONJ. N° 001-2018-SIS/GREP-GNF/SGO-SGF/FTS-NLP-ARC";0;"";"";0;"N";"";""
14576;"6842001";"6842001";"Dacriointubación cerrada";"0";"";"";"";"";"RM N° 902-2017/MINSA";1;"2018-03-08";"INF. CONJ. N° 001-2018-SIS/GREP-GNF/SGO-SGF/FTS-NLP-ARC";0;"";"";0;"N";"";""
14577;"6842002";"6842002";"Dacriointubación cerrada endoscópica";"0";"";"";"";"";"RM N° 902-2017/MINSA";1;"2018-03-08";"INF. CONJ. N° 001-2018-SIS/GREP-GNF/SGO-SGF/FTS-NLP-ARC";0;"";"";0;"N";"";""
14578;"6872001";"6872001";"Dacriocistorrinostomía (fistulización de saco lagrimal a la cavidad nasal) vía endoscópica";"0";"";"";"";"";"RM N° 902-2017/MINSA";1;"2018-03-08";"INF. CONJ. N° 001-2018-SIS/GREP-GNF/SGO-SGF/FTS-NLP-ARC";0;"";"";0;"N";"";""
14579;"6880101";"6880101";"Dilatación de punto lagrimal (punctum lacrimale), con inserción de tubo o catéter dilatador";"0";"";"";"";"";"RM N° 902-2017/MINSA";1;"2018-03-08";"INF. CONJ. N° 001-2018-SIS/GREP-GNF/SGO-SGF/FTS-NLP-ARC";0;"";"";0;"N";"";""
14580;"69005";"69005";"Drenaje complicado de abceso o hematoma de pabellón auricular";"0";"";"";"";"";"RM N° 902-2017/MINSA";1;"2018-03-08";"INF. CONJ. N° 001-2018-SIS/GREP-GNF/SGO-SGF/FTS-NLP-ARC";0;"";"";0;"N";"";""
14581;"69020";"69020";"Drenaje de absceso de conducto auditivo externo";"0";"";"";"";"";"RM N° 902-2017/MINSA";1;"2018-03-08";"INF. CONJ. N° 001-2018-SIS/GREP-GNF/SGO-SGF/FTS-NLP-ARC";0;"";"";0;"N";"";""
14582;"69105";"69105";"Biopsia de conducto auditivo externo";"0";"";"";"";"";"RM N° 902-2017/MINSA";1;"2018-03-08";"INF. CONJ. N° 001-2018-SIS/GREP-GNF/SGO-SGF/FTS-NLP-ARC";0;"";"";0;"N";"";""
14583;"69120";"69120";"Amputación completa del pabellon auricular";"0";"";"";"";"";"RM N° 902-2017/MINSA";1;"2018-03-08";"INF. CONJ. N° 001-2018-SIS/GREP-GNF/SGO-SGF/FTS-NLP-ARC";0;"";"";0;"N";"";""
14584;"69145";"69145";"Escición de lesión de tejido blando del conducto auditivo externo";"0";"";"";"";"";"RM N° 902-2017/MINSA";1;"2018-03-08";"INF. CONJ. N° 001-2018-SIS/GREP-GNF/SGO-SGF/FTS-NLP-ARC";0;"";"";0;"N";"";""
14585;"69150";"69150";"Escición radical de lesión de conducto auditivo externo, sin disección del cuello";"0";"";"";"";"";"RM N° 902-2017/MINSA";1;"2018-03-08";"INF. CONJ. N° 001-2018-SIS/GREP-GNF/SGO-SGF/FTS-NLP-ARC";0;"";"";0;"N";"";""
14586;"69205";"69205";"Remoción de cuerpo extraño de conducto auditivo externo con anestesia general";"0";"";"";"";"";"RM N° 902-2017/MINSA";1;"2018-03-08";"INF. CONJ. N° 001-2018-SIS/GREP-GNF/SGO-SGF/FTS-NLP-ARC";0;"";"";0;"N";"";""
14587;"69220";"69220";"Desbridamiento, cavidad de mástoidectomía, simple (p. ej. limpieza de rutina)";"0";"";"";"";"";"RM N° 902-2017/MINSA";1;"2018-03-08";"INF. CONJ. N° 001-2018-SIS/GREP-GNF/SGO-SGF/FTS-NLP-ARC";0;"";"";0;"N";"";""
14588;"69222";"69222";"Desbridamiento, cavidad de mástoidectomía, complejo (p. ej. con anestesia o que significa una limpieza más allá de la limpieza de rutina)";"0";"";"";"";"";"RM N° 902-2017/MINSA";1;"2018-03-08";"INF. CONJ. N° 001-2018-SIS/GREP-GNF/SGO-SGF/FTS-NLP-ARC";0;"";"";0;"N";"";""
14589;"69399";"69399";"Procedimiento que no aparece en la lista, oído externo";"0";"";"";"";"";"RM N° 902-2017/MINSA";1;"2018-03-08";"INF. CONJ. N° 001-2018-SIS/GREP-GNF/SGO-SGF/FTS-NLP-ARC";0;"";"";0;"N";"";""
14590;"6939901";"6939901";"Reconstrucción Auricular completa por agenesia auricular unilateral";"0";"";"";"";"";"RM N° 902-2017/MINSA";1;"2018-03-08";"INF. CONJ. N° 001-2018-SIS/GREP-GNF/SGO-SGF/FTS-NLP-ARC";0;"";"";0;"N";"";""
14591;"6939902";"6939902";"Reconstrucción Auricular completa por agenesia auricular bilateral";"0";"";"";"";"";"RM N° 902-2017/MINSA";1;"2018-03-08";"INF. CONJ. N° 001-2018-SIS/GREP-GNF/SGO-SGF/FTS-NLP-ARC";0;"";"";0;"N";"";""
14592;"69401";"69401";"Insuflación transnasal de conducto de Eustaquio, sin cateterización";"0";"";"";"";"";"RM N° 902-2017/MINSA";1;"2018-03-08";"INF. CONJ. N° 001-2018-SIS/GREP-GNF/SGO-SGF/FTS-NLP-ARC";0;"";"";0;"N";"";""
14593;"69421";"69421";"Miringotomía incluyendo aspiración y/o insuflación de conducto de Eustaquio, con anestesia general";"0";"";"";"";"";"RM N° 902-2017/MINSA";1;"2018-03-08";"INF. CONJ. N° 001-2018-SIS/GREP-GNF/SGO-SGF/FTS-NLP-ARC";0;"";"";0;"N";"";""
14594;"69424";"69424";"Retiro de tubo de ventilación que requiere anestesia general";"0";"";"";"";"";"RM N° 902-2017/MINSA";1;"2018-03-08";"INF. CONJ. N° 001-2018-SIS/GREP-GNF/SGO-SGF/FTS-NLP-ARC";0;"";"";0;"N";"";""
14595;"69436";"69436";"Timpanostomía (que requiera inserción de tubo de ventilación), anestesia general";"0";"";"";"";"";"RM N° 902-2017/MINSA";1;"2018-03-08";"INF. CONJ. N° 001-2018-SIS/GREP-GNF/SGO-SGF/FTS-NLP-ARC";0;"";"";0;"N";"";""
14596;"69440";"69440";"Exploración del oido medio a través de incisión postauricular o de canal del oido";"0";"";"";"";"";"RM N° 902-2017/MINSA";1;"2018-03-08";"INF. CONJ. N° 001-2018-SIS/GREP-GNF/SGO-SGF/FTS-NLP-ARC";0;"";"";0;"N";"";""
14597;"69511";"69511";"Mastoidectomía, radical";"0";"";"";"";"";"RM N° 902-2017/MINSA";1;"2018-03-08";"INF. CONJ. N° 001-2018-SIS/GREP-GNF/SGO-SGF/FTS-NLP-ARC";0;"";"";0;"N";"";""
14598;"69552";"69552";"Escición de tumor glómico, transmástoideo";"0";"";"";"";"";"RM N° 902-2017/MINSA";1;"2018-03-08";"INF. CONJ. N° 001-2018-SIS/GREP-GNF/SGO-SGF/FTS-NLP-ARC";0;"";"";0;"N";"";""
14599;"69554";"69554";"Escición de tumor glómico, extendido (extratemporal)";"0";"";"";"";"";"RM N° 902-2017/MINSA";1;"2018-03-08";"INF. CONJ. N° 001-2018-SIS/GREP-GNF/SGO-SGF/FTS-NLP-ARC";0;"";"";0;"N";"";""
14600;"69601";"69601";"Revisión de mastoidectomía, resultando en mástoidectomía completa";"0";"";"";"";"";"RM N° 902-2017/MINSA";1;"2018-03-08";"INF. CONJ. N° 001-2018-SIS/GREP-GNF/SGO-SGF/FTS-NLP-ARC";0;"";"";0;"N";"";""
14601;"69602";"69602";"Revisión de mastoidectomía, resultando en mástoidectomía radical modificada";"0";"";"";"";"";"RM N° 902-2017/MINSA";1;"2018-03-08";"INF. CONJ. N° 001-2018-SIS/GREP-GNF/SGO-SGF/FTS-NLP-ARC";0;"";"";0;"N";"";""
14602;"69603";"69603";"Revisión de mastoidectomía, resultando en mástoidectomía radical";"0";"";"";"";"";"RM N° 902-2017/MINSA";1;"2018-03-08";"INF. CONJ. N° 001-2018-SIS/GREP-GNF/SGO-SGF/FTS-NLP-ARC";0;"";"";0;"N";"";""
14603;"69604";"69604";"Revisión de mastoidectomía, resultando en timpanoplastia";"0";"";"";"";"";"RM N° 902-2017/MINSA";1;"2018-03-08";"INF. CONJ. N° 001-2018-SIS/GREP-GNF/SGO-SGF/FTS-NLP-ARC";0;"";"";0;"N";"";""
14604;"69605";"69605";"Revisión de mastoidectomía, con apicectomía";"0";"";"";"";"";"RM N° 902-2017/MINSA";1;"2018-03-08";"INF. CONJ. N° 001-2018-SIS/GREP-GNF/SGO-SGF/FTS-NLP-ARC";0;"";"";0;"N";"";""
14605;"69610";"69610";"Reparación de la membrana timpánica, con o sin preparación del sitio o perforación para cierre, con o sin parche";"0";"";"";"";"";"RM N° 902-2017/MINSA";1;"2018-03-08";"INF. CONJ. N° 001-2018-SIS/GREP-GNF/SGO-SGF/FTS-NLP-ARC";0;"";"";0;"N";"";""
14606;"69632";"69632";"Timpanoplastia sin mastoidectomía (incluyendo conductoplastia, aticotomía y/o cirugía del oído medio), inicial o revisión, con reconstrucción de la cadena de huesecillos (p. ej. postfenestración)";"0";"";"";"";"";"RM N° 902-2017/MINSA";1;"2018-03-08";"INF. CONJ. N° 001-2018-SIS/GREP-GNF/SGO-SGF/FTS-NLP-ARC";0;"";"";0;"N";"";""
14607;"69633";"69633";"Timpanoplastia sin mastoidectomía (incluyendo conductoplastia, aticotomía y/o cirugía del oído medio), inicial o revisión, con reconstrucción de la cadena de huesecillos y prótesis sintética (p. ej. p";"0";"";"";"";"";"RM N° 902-2017/MINSA";1;"2018-03-08";"INF. CONJ. N° 001-2018-SIS/GREP-GNF/SGO-SGF/FTS-NLP-ARC";0;"";"";0;"N";"";""
14608;"69636";"69636";"Timpanoplastia con antrotomía o mástoidotomía (incluyendo conductoplastia, aticotomía, cirugía del oído medio y/o reparación de membrana timpánica), con reconstrucción de la cadena de huesecillos";"0";"";"";"";"";"RM N° 902-2017/MINSA";1;"2018-03-08";"INF. CONJ. N° 001-2018-SIS/GREP-GNF/SGO-SGF/FTS-NLP-ARC";0;"";"";0;"N";"";""
14609;"69637";"69637";"Timpanoplastia con antrotomía o mástoidotomía (incluyendo conductoplastia, aticotomía, cirugía del oído medio, y/o corrección de la membrana del tímpano), con reconstrucción de la cadena de huesecillo";"0";"";"";"";"";"RM N° 902-2017/MINSA";1;"2018-03-08";"INF. CONJ. N° 001-2018-SIS/GREP-GNF/SGO-SGF/FTS-NLP-ARC";0;"";"";0;"N";"";""
14610;"69642";"69642";"Timpanoplastia con mastoidectomía (incluyendo conductoplastia, cirugía del oído medio, corrección de la membrana del tímpano), con reconstrucción de la cadena de huesecillos";"0";"";"";"";"";"RM N° 902-2017/MINSA";1;"2018-03-08";"INF. CONJ. N° 001-2018-SIS/GREP-GNF/SGO-SGF/FTS-NLP-ARC";0;"";"";0;"N";"";""
14611;"69643";"69643";"Timpanoplastia con mastoidectomía (incluyendo conductoplastia, cirugía del oído medio, corrección de la membrana del tímpano), con pared intacta o reconstruida, sin reconstrucción de la cadena de hues";"0";"";"";"";"";"RM N° 902-2017/MINSA";1;"2018-03-08";"INF. CONJ. N° 001-2018-SIS/GREP-GNF/SGO-SGF/FTS-NLP-ARC";0;"";"";0;"N";"";""
14612;"69644";"69644";"Timpanoplastia con mastoidectomía (incluyendo conductoplastia, cirugía del oído medio, corrección de la membrana del tímpano), con pared del conducto intacta o reconstruida, con reconstrucción de la c";"0";"";"";"";"";"RM N° 902-2017/MINSA";1;"2018-03-08";"INF. CONJ. N° 001-2018-SIS/GREP-GNF/SGO-SGF/FTS-NLP-ARC";0;"";"";0;"N";"";""
14613;"69645";"69645";"Timpanoplastia con mastoidectomía (incluyendo conductoplastia, cirugía del oído medio, corrección de la membrana del tímpano), radical o completa, sin reconstrucción de la cadena de huesecillos";"0";"";"";"";"";"RM N° 902-2017/MINSA";1;"2018-03-08";"INF. CONJ. N° 001-2018-SIS/GREP-GNF/SGO-SGF/FTS-NLP-ARC";0;"";"";0;"N";"";""
14614;"69646";"69646";"Timpanoplastia con mastoidectomía (incluyendo conductoplastia, cirugía del oído medio, corrección de la membrana del tímpano), radical o completa, con reconstrucción de la cadena de huesecillos";"0";"";"";"";"";"RM N° 902-2017/MINSA";1;"2018-03-08";"INF. CONJ. N° 001-2018-SIS/GREP-GNF/SGO-SGF/FTS-NLP-ARC";0;"";"";0;"N";"";""
14615;"69661";"69661";"Estapedectomía o estapedotomía con reestablecimiento de continuidad osicular, con o sin uso de material extraño, con perforación del estribo";"0";"";"";"";"";"RM N° 902-2017/MINSA";1;"2018-03-08";"INF. CONJ. N° 001-2018-SIS/GREP-GNF/SGO-SGF/FTS-NLP-ARC";0;"";"";0;"N";"";""
14616;"69662";"69662";"Revisión de estapedectomía o estapedotomía";"0";"";"";"";"";"RM N° 902-2017/MINSA";1;"2018-03-08";"INF. CONJ. N° 001-2018-SIS/GREP-GNF/SGO-SGF/FTS-NLP-ARC";0;"";"";0;"N";"";""
14617;"69670";"69670";"Obliteración de mastoides (procedimiento separado)";"0";"";"";"";"";"RM N° 902-2017/MINSA";1;"2018-03-08";"INF. CONJ. N° 001-2018-SIS/GREP-GNF/SGO-SGF/FTS-NLP-ARC";0;"";"";0;"N";"";""
14618;"69700";"69700";"Cierre de fístula postauricular, mastoidea (procedimiento separado)";"0";"";"";"";"";"RM N° 902-2017/MINSA";1;"2018-03-08";"INF. CONJ. N° 001-2018-SIS/GREP-GNF/SGO-SGF/FTS-NLP-ARC";0;"";"";0;"N";"";""
14619;"69711";"69711";"Remoción o corrección de dispositivo de audición de conducción ósea electromagnética en el hueso temporal";"0";"";"";"";"";"RM N° 902-2017/MINSA";1;"2018-03-08";"INF. CONJ. N° 001-2018-SIS/GREP-GNF/SGO-SGF/FTS-NLP-ARC";0;"";"";0;"N";"";""
14620;"69714";"69714";"Implantación, implante osteointegrado, hueso temporal, con fijación percutánea a procesador externo de habla/estimulador coclear, sin mastoidectomía";"0";"";"";"";"";"RM N° 902-2017/MINSA";1;"2018-03-08";"INF. CONJ. N° 001-2018-SIS/GREP-GNF/SGO-SGF/FTS-NLP-ARC";0;"";"";0;"N";"";""
14621;"69715";"69715";"Implantación, implante osteointegrado, hueso temporal, con fijación percutánea a procesador externo de habla/estimulador coclear, con mástoidectomia";"0";"";"";"";"";"RM N° 902-2017/MINSA";1;"2018-03-08";"INF. CONJ. N° 001-2018-SIS/GREP-GNF/SGO-SGF/FTS-NLP-ARC";0;"";"";0;"N";"";""
14622;"69717";"69717";"Remplazo (incluyendo remoción de dispositivo existente), implante osteointegrado, hueso temporal, con fijación percutánea a procesador externo de habla/estimulador coclear, sin mastoidectomia";"0";"";"";"";"";"RM N° 902-2017/MINSA";1;"2018-03-08";"INF. CONJ. N° 001-2018-SIS/GREP-GNF/SGO-SGF/FTS-NLP-ARC";0;"";"";0;"N";"";""
14623;"69718";"69718";"Remplazo (incluyendo remoción de dispositivo existente), implante osteointegrado, hueso temporal, con fijación percutánea a procesador externo de habla/estimulador coclear, con mástoidectomia";"0";"";"";"";"";"RM N° 902-2017/MINSA";1;"2018-03-08";"INF. CONJ. N° 001-2018-SIS/GREP-GNF/SGO-SGF/FTS-NLP-ARC";0;"";"";0;"N";"";""
14624;"69725";"69725";"Descompresión de nervio facial, intratemporal, medial al ganglio geniculado";"0";"";"";"";"";"RM N° 902-2017/MINSA";1;"2018-03-08";"INF. CONJ. N° 001-2018-SIS/GREP-GNF/SGO-SGF/FTS-NLP-ARC";0;"";"";0;"N";"";""
